"adm_03","rowcacode3","year","peak_ndvi","mean_ndvi","standardDeviation_ndvi","baselineMean_ndvi","baselineSD_ndvi","zscore_ndvi"
"Tabotaki","NER005004006",2000,0.3603,0.178918156424581,0.0515410312732968,0.311451724137931,0.0485103863745373,1.00696530192365
"Babankatami","NER005004002",2000,0.3816,0.181042339832869,0.0532395297869925,0.32658275862069,0.0497272494209701,1.10638014408473
"Karofane","NER005004005",2000,0.313,0.173344846796657,0.0460359491228157,0.318889655172414,0.114836313149343,-0.051287393428892
"Illéla","NER005005002",2000,0.335320274914089,0.161579601757224,0.0481933474844128,0.287466601939429,0.0612428578121047,0.781375570706986
"Badaguichiri","NER005005001",2000,0.3268,0.157428830083565,0.0528946030689616,0.314810344827586,0.06265237052195,0.191367941428701
"Tajaé","NER005005003",2000,0.3648,0.168569637883008,0.0574392790647432,0.338244827586207,0.0868922756151337,0.305610276929703
"Keita","NER005006003",2000,0.2921,0.15084791086351,0.0449774591569543,0.269637931034483,0.0475050178837766,0.472835712228798
"Tamaské","NER005006004",2000,0.3434,0.154868245125348,0.051790043962288,0.302703448275862,0.0633940369140202,0.641961826462222
"Ibohamane","NER005006002",2000,0.354261743341404,0.155381938476715,0.0482252993685724,0.290732666864356,0.0751986951524442,0.844816207891118
"Garhanga","NER005006001",2000,0.3598,0.158380501392758,0.0515520745701406,0.297679310344828,0.0681931363288457,0.910952230670396
"Galma Koudawatché","NER005007003",2000,0.3303,0.174247632311978,0.0538500933817905,0.311893103448276,0.0437091763088263,0.421122018444608
"Sabon Guida","NER005007006",2000,0.3372,0.180652367688022,0.0542893354417091,0.316165517241379,0.0446816938854483,0.470762876907652
"Bangui","NER005007002",2000,0.4652,0.1949356545961,0.0683141699808383,0.36451724137931,0.123070006410305,0.818093388936877
"Madaoua","NER005007004",2000,0.3426,0.1718,0.0508164803766568,0.298272413793103,0.0412615515994502,1.07430730276966
"Ourno","NER005007005",2000,0.3438,0.178201165595133,0.0513942814276311,0.295361419204591,0.0436459335217562,1.10980741817021
"Azarori","NER005007001",2000,0.3789,0.166937150837989,0.0544460238429558,0.297868965517241,0.0455218244632512,1.78004804153167
"Malbaza","NER005008002",2000,0.38,0.174951114206128,0.0602463018303193,0.348375862068966,0.0508428296333234,0.621997991832999
"Doguerawa","NER005008001",2000,0.3221,0.167822005571031,0.052290724049919,0.308679310344828,0.0501858288144482,0.267419906619309
"Tebaram","NER005009006",2000,0.261252823086575,0.150379542253787,0.032563806702527,0.240710358448912,0.083886165080489,0.244885013135991
"Bambeye","NER005009002",2000,0.2971065830721,0.159422575586105,0.041325388737821,0.245871672480427,0.0498237519569814,1.02832301019621
"Takanamat","NER005009005",2000,0.2406,0.145122815707306,0.0347908102504642,0.223443332903005,0.0685280065119991,0.250359932679368
"Affala","NER005009001",2000,0.280308560311284,0.143338618372251,0.0396028326310161,0.256848529697103,0.0740779002711693,0.316694054884159
"Kalfou","NER005009004",2000,0.2973,0.153665464244237,0.0464751756954616,0.274418639023328,0.0534914682524057,0.427757205480014
"Barmou","NER005009003",2000,0.3126,0.162174651810585,0.0461735062530112,0.289837931034483,0.059976491905419,0.379516511259317
"Tassara","NER005010001",2000,0.186928253358925,0.141618513904771,0.0215773944715872,0.200515007655771,0.120093515710663,-0.113134786807142
"Kao","NER005011001",2000,0.272733333333333,0.146146174852306,0.0398414579188211,0.255958179509584,0.0592974075638499,0.282898604052565
"Tchintabaraden","NER005011002",2000,0.2887,0.158236339049589,0.0349242536900061,0.243161494727417,0.0844238214302233,0.539403506037941
"Tillia","NER005012001",2000,0.308043192713327,0.155265529115936,0.0362516619719624,0.255011213244035,0.143274717586131,0.370141922893073
"Tahoua I","NER005013001",2000,0.3146,0.164480362116992,0.0445678647053417,0.272996551724138,0.093394353923712,0.445459993329418
"Tahoua II","NER005013002",2000,0.3146,0.16061364902507,0.0451071673354392,0.291644827586207,0.122644409301871,0.187168518683084
"Abala","NER006001001",2000,0.271585572139304,0.151482442139036,0.0342149236113193,0.23781750145872,0.106902181706212,0.315878218214343
"Sanam","NER006001002",2000,0.24829894319683,0.149725528627931,0.0312928574958983,0.250629194679557,0.103223082368492,-0.0225749069806771
"Inatès","NER006002002",2000,0.2848,0.150463062307701,0.0355717670863153,0.216120495877514,0.046814520175716,1.46705560293476
"Ayerou","NER006002001",2000,0.294652694610778,0.157731207544313,0.0407867265618089,0.21243507589815,0.0319120913122167,2.57637827330836
"Tagazar","NER006003001",2000,0.303,0.168929043735201,0.0389301281676955,0.290635390895119,0.0391794782088379,0.31558891721259
"Banibangou","NER006004001",2000,0.255218005540166,0.146412084346745,0.0342588085727834,0.207182052970777,0.0345021391846982,1.3922601237054
"Bankilaré","NER006005001",2000,0.3346,0.176161977172471,0.0457134803173679,0.281494549712458,0.0546999685460674,0.970849740851627
"Filingué","NER006006001",2000,0.287783333333333,0.156376241939927,0.0382201858135094,0.259241118441807,0.123132761765362,0.231800330653799
"Imanan","NER006006002",2000,0.3071,0.162552924791086,0.0399604425360717,0.261696551724138,0.0339653024923821,1.33675972077815
"Tondikandia","NER006006004",2000,0.315030097087379,0.166919551029105,0.041303188793639,0.270875777866495,0.0328416026901109,1.34446298609476
"Kourfeye Centre","NER006006003",2000,0.338029661016949,0.162674255830739,0.0481204713679302,0.268608184536461,0.0438328073684309,1.5837789237859
"Gothèye","NER006007002",2000,0.3504,0.168494788586875,0.0487572149725672,0.301086307817068,0.0388439459280951,1.26953354003265
"Dargol","NER006007001",2000,0.336765792922674,0.172598200656171,0.046117667003179,0.295781580269147,0.0338158696900529,1.21198162369259
"Karma","NER006008004",2000,0.3063,0.161047585251718,0.042334234793148,0.277053146806283,0.0432538398810793,0.676167787047971
"Namaro","NER006008010",2000,0.3422,0.167671944444444,0.0495952550362824,0.290534482758621,0.0323541372477205,1.59687513364367
"Kirtachi","NER006008005",2000,0.4148,0.198677715877437,0.0725261775458012,0.421003448275862,0.0485828856018147,-0.127687933703764
"Bitinkodji","NER006008001",2000,0.3474,0.173966111111111,0.0545507631149387,0.312441379310345,0.0400270044313067,0.873375891759533
"Youri","NER006008011",2000,0.3367,0.170730919220056,0.0496571419921511,0.329227586206897,0.0378446816092879,0.197449508764516
"Kollo","NER006008006",2000,0.3224,0.169148746518106,0.0519676198319129,0.311462068965517,0.0331519382518159,0.32993337980423
"Kouré","NER006008007",2000,0.3374,0.17146852367688,0.0518914540255619,0.315189655172414,0.0349749639520654,0.635035531645619
"N'Dounga","NER006008009",2000,0.3165,0.165491643454039,0.046002778484534,0.315113793103448,0.0786906044679229,0.0176159136903922
"Liboré","NER006008008",2000,0.3154,0.161890250696379,0.0456929555796272,0.287055172413793,0.0429013784844038,0.660697361892724
"Hamdallaye","NER006008003",2000,0.330075,0.164551449158535,0.0441628829864998,0.300756403386201,0.0373008718233512,0.7860029854703
"Diantchandou","NER006008002",2000,0.3169,0.173628690807799,0.0453744038077298,0.32308275862069,0.0375213659986406,-0.164779678354825
"Simiri","NER006009003",2000,0.316107880910683,0.161882540412577,0.0421089733752568,0.261783465119467,0.0314998490534871,1.72459289246028
"Ouallam","NER006009002",2000,0.2657243339254,0.153025655415631,0.0375297948972915,0.226259644931433,0.0253391371141833,1.55745986203599
"Dingazi","NER006009001",2000,0.263525,0.149714894249785,0.0380581402462421,0.2503857733669,0.142647591858666,0.0921096981862719
"Tondikiwindi","NER006009004",2000,0.25815984496124,0.147615564840023,0.0355597880171868,0.213923056978058,0.0636118910950622,0.69541696091182
"Ouro Guéladjo","NER006010001",2000,0.4269,0.19183875,0.0701292692569311,0.388,0.0390019779718194,0.99738531281944
"Tamou","NER006010003",2000,0.55729347826087,0.212890993521194,0.0890917766924731,0.52801026981071,0.0415884057498153,0.704119523751871
"Say","NER006010002",2000,0.3598,0.1799175,0.059985721600736,0.35671724137931,0.0379132098065109,0.0813109371752593
"Gorouol","NER006011002",2000,0.312845833333333,0.169670057293307,0.044125211138307,0.2525580165494,0.0431043027089912,1.3986496241675
"Kokorou","NER006011003",2000,0.3533,0.174371415101771,0.0447466001070231,0.306034379737278,0.0495099973644119,0.954668203975639
"Téra","NER006011005",2000,0.3196,0.165798473697345,0.0453028568291065,0.27472677893694,0.0359885659438213,1.24687438596769
"Méhana","NER006011004",2000,0.4051,0.186670555555556,0.0534893254101987,0.316006896551724,0.0770612554634043,1.15613355781084
"Diagourou","NER006011001",2000,0.331,0.16613054109687,0.0467790727200384,0.287460686187212,0.0358007684171365,1.21615584630714
"Dessa","NER006012003",2000,0.335,0.173197222222222,0.0457519409826848,0.278644827586207,0.0967234296708437,0.582642412552714
"Sinder","NER006012006",2000,0.3579,0.175927083333333,0.0528339858924681,0.294458620689655,0.0736844212903019,0.860987685041299
"Sakoïra","NER006012005",2000,0.2987,0.15422,0.0421878025646841,0.244762068965517,0.0770510332451028,0.700028653255094
"Bibiyergou","NER006012002",2000,0.3481,0.170436388888889,0.0489497699826314,0.303889655172414,0.0801187482287011,0.551810229253541
"Tillabéri","NER006012007",2000,0.2723,0.151853333333333,0.0392242187208597,0.232468965517241,0.0289498964154115,1.37586103629561
"Kourteye","NER006012004",2000,0.3114,0.158286675092128,0.0441035550394134,0.254572863872891,0.0334097753505489,1.70091344616526
"Anzourou","NER006012001",2000,0.262967954545455,0.14828868745067,0.0380681866920609,0.226116484870893,0.0704775360747845,0.522882491741179
"Torodi","NER006013002",2000,0.4333,0.194930464495307,0.0667295729527086,0.370743263256279,0.0417592811277179,1.49803193576047
"Makalondi","NER006013001",2000,0.5118,0.217818451840016,0.0856649623895988,0.468242357858097,0.0461030095832189,0.944789560067198
"Tarka","NER007001001",2000,0.336997408207343,0.158720135388341,0.0400064484396042,0.266985845352453,0.0968531521573991,0.72286302815537
"Guidimouni","NER007002003",2000,0.3236,0.180564444444444,0.0495115575514124,0.324413793103448,0.0565843600560761,-0.0143819441033146
"Wamé","NER007002006",2000,0.2798,0.162539750692521,0.0324250110116302,0.283105172413793,0.082754864277433,-0.0399393128446523
"Albarkaram","NER007002001",2000,0.3025,0.162918055555556,0.0372151417591401,0.288903448275862,0.0815499079563228,0.166726757452873
"Damagaram Takaya","NER007002002",2000,0.304475806451613,0.168376372719746,0.0411679090780469,0.294752663860171,0.0572119766920559,0.169949425865443
"Mazamni","NER007002004",2000,0.3444,0.178725555555556,0.0452654807354192,0.315986206896552,0.0757695741995706,0.375002676253779
"Moa","NER007002005",2000,0.3633,0.171630416666667,0.0504090515437633,0.312575862068966,0.0779860182302499,0.65042605177346
"Dungass","NER007003002",2000,0.3782,0.191357366136179,0.057561293629048,0.341448417624521,0.0385743425620571,0.952746824300484
"Gouchi","NER007003003",2000,0.3643,0.182272306417135,0.0567779501239272,0.333554128970588,0.0341191370080553,0.901132728596066
"Mallawa","NER007003004",2000,0.4061,0.197951388888889,0.065731115980892,0.355389655172414,0.0404099823666981,1.25489648491846
"Dogo-Dogo","NER007003001",2000,0.3982,0.19916364902507,0.0638422455211573,0.369806896551724,0.0514064401957193,0.55232580470803
"Gouré","NER007004004",2000,0.3082,0.177755535700163,0.0434862522433061,0.341634771464254,0.0399613632774738,-0.836677448466846
"Guidiguir","NER007004005",2000,0.3749,0.183478359627546,0.0556846601172726,0.355685563297291,0.0482738033892555,0.398030305335038
"Kellé","NER007004006",2000,0.292333769633508,0.161270354938885,0.0378932936264333,0.299918946080048,0.0430584352235772,-0.176160058003837
"Gamou","NER007004003",2000,0.3328,0.159438611111111,0.0460710953954287,0.27678275862069,0.0464284631677404,1.20652801228692
"Bouné","NER007004002",2000,0.4089,0.189669555431735,0.0572464893483315,0.3542132836121,0.0377673076030657,1.44799086455029
"Alakoss","NER007004001",2000,0.3042,0.155613477617785,0.0338144798728919,0.29381741009289,0.0830712354026001,0.124984176012208
"Kantché","NER007005005",2000,0.3858,0.188663194444444,0.0559957005618338,0.330139655172414,0.114243236263771,0.487209104432886
"Daouché","NER007005002",2000,0.3727,0.197466388888889,0.0599332047722906,0.358631034482759,0.119830782783319,0.117406939940309
"Ichirnawa","NER007005004",2000,0.3672,0.187405,0.0561078644580151,0.332037931034483,0.12272793201047,0.286504208043835
"Matamey","NER007005007",2000,0.3581,0.192458333333333,0.0511360933371208,0.340448275862069,0.0467637956779269,0.377465598804309
"Tsaouni","NER007005008",2000,0.3562,0.197756944444444,0.0558227028884171,0.341534482758621,0.0478375321558149,0.306569268531898
"Doungou","NER007005003",2000,0.3708,0.186512777777778,0.0537504110555565,0.338955172413793,0.0372786954305663,0.854236641556293
"Dan Barto","NER007005001",2000,0.3766,0.198208333333333,0.0603831018024655,0.352003448275862,0.0612643247549888,0.401482458551622
"Kourni","NER007005006",2000,0.3651,0.198265,0.056704265288864,0.345093103448276,0.0481730506391465,0.415313049231433
"Yaouri","NER007005009",2000,0.3608,0.192285277777778,0.0557393319413752,0.349696551724138,0.0555209193699522,0.199986750973566
"Wacha","NER007006006",2000,0.3514,0.179445429362881,0.0549968216242854,0.328486206896552,0.037798769104467,0.60620474280842
"Dantchiao","NER007006002",2000,0.4081,0.201592896935933,0.0688527989066722,0.369955172413793,0.0371682236230176,1.0262752391154
"Magaria","NER007006004",2000,0.4308,0.204079944289694,0.0676442191082715,0.379534482758621,0.0515600916813304,0.994286774318174
"Bandé","NER007006001",2000,0.3727,0.193915277777778,0.0595150088972957,0.345937931034483,0.0398557166879403,0.671473785681918
"Yékoua","NER007006007",2000,0.4338,0.203073259052925,0.0700158222997474,0.376341379310345,0.0468905223232141,1.22537813278333
"Sassoumbroum","NER007006005",2000,0.3943,0.20099,0.064415977619702,0.352334482758621,0.0419065309934082,1.00140756694894
"Kwaya","NER007006003",2000,0.3985,0.198260306406685,0.0638860299568604,0.365475862068966,0.0587324360077876,0.562281086496321
"Droum","NER007007002",2000,0.359,0.18437125,0.0542496438491961,0.317468965517241,0.0727586475147617,0.570805476755633
"Dogo","NER007007001",2000,0.3571,0.182632222222222,0.0539361374721076,0.330272413793103,0.038433847587694,0.698019789605619
"Gouna","NER007007004",2000,0.3509,0.179951388888889,0.0545196859313631,0.322224137931034,0.0387150271228518,0.740690739489095
"Hamdara","NER007007005",2000,0.3514,0.17983324099723,0.0513799220704621,0.324403448275862,0.0565116516605117,0.477716558105877
"Mirriah","NER007007007",2000,0.3685,0.177115277777778,0.0527774205216044,0.317493103448276,0.0643204973496812,0.793011538365801
"Kolleram","NER007007006",2000,0.3617,0.183199305555556,0.0542629191406694,0.312589655172414,0.0546740689699787,0.898238337712755
"Gaffati","NER007007003",2000,0.3412,0.179786565096953,0.0487783905177487,0.309786206896552,0.0358966445321837,0.875117814292748
"Zermou","NER007007008",2000,0.3702,0.177713019390582,0.052548282264157,0.307386206896552,0.0438845052718572,1.43134331159318
"Garagoumsa","NER007008002",2000,0.3419,0.177900555555556,0.0498188238380248,0.319858620689655,0.126499990167254,0.1742401661945
"Tirmini","NER007008003",2000,0.3997,0.180359383273944,0.0490941055930968,0.282817398986978,0.0484005892988181,2.41490037014645
"Dakoussa","NER007008001",2000,0.3359,0.174026388888889,0.0435719051372059,0.285144827586207,0.0477923677873278,1.06199325883266
"Olléléwa","NER007009003",2000,0.30849,0.171041501707877,0.0386734908477474,0.285178500666299,0.0999815855758404,0.233157928026836
"Gangara","NER007009002",2000,0.314026029654036,0.165957041744949,0.0399941640571495,0.259778937383286,0.0820114156350691,0.661457820849436
"Falenko","NER007009001",2000,0.3408,0.177646666666667,0.0447317288449665,0.30668275862069,0.116852850289112,0.291967558300024
"Tanout","NER007009004",2000,0.287396837944664,0.156170146024513,0.0339100915078093,0.241279318896751,0.072427870672132,0.636737192740056
"Tenhya","NER007009005",2000,0.229625,0.139897165161905,0.0233670734446351,0.224028544138585,0.0819816166898692,0.0682647657777431
"Tesker","NER007010001",2000,0.17075525791675,0.125108148910003,0.0172225263743152,0.17799944795074,0.0862315328383248,-0.0840085963399544
"Zinder V","NER007011005",2000,0.3626,0.184178333333333,0.0556555595783361,0.322279310344828,0.0797314975370925,0.505705911724717
"Zinder IV","NER007011004",2000,0.3824,0.186537604456825,0.0588645467736824,0.31161724137931,0.0456355130272585,1.55104553285969
"Zinder III","NER007011003",2000,0.3708,0.182222222222222,0.0560497526258701,0.329772413793103,0.0973157008935048,0.421592670352281
"Zinder II","NER007011002",2000,0.3421,0.175120833333333,0.0510698994947231,0.315286206896552,0.0985009453331647,0.272218637219721
"Zinder I","NER007011001",2000,0.3781,0.178808333333333,0.0573323787870486,0.30388275862069,0.085313493611024,0.869935554599304
"Niamey IV","NER008001004",2000,0.3333,0.164438718662953,0.0494547621233548,0.29698275862069,0.062536052852766,0.580740864230993
"Niamey V","NER008001005",2000,0.3153,0.163208333333333,0.0461989537618636,0.289072413793103,0.0340514830446039,0.770233301514098
"Niamey I","NER008001001",2000,0.3108,0.163041944444444,0.0464426107245935,0.287634482758621,0.034305448087336,0.67527225362
"Niamey II","NER008001002",2000,0.2833,0.155170752089136,0.0415985644794531,0.289710344827586,0.0899800785286371,-0.0712418229946985
"Niamey III","NER008001003",2000,0.2639,0.154353203342618,0.0405225474795832,0.289310344827586,0.0910779075643782,-0.278995702768259
"Aderbissinat","NER001001001",2001,0.133352,0.0993916218410477,0.0157060123394243,0.179916532756456,0.0980730111616665,-0.474794565853569
"Gougaram","NER001002003",2001,0.148090898964019,0.10492980876839,0.0223874566421501,0.178999120014374,0.105257570664324,-0.293643686200245
"Dannet","NER001002002",2001,0.163452347560976,0.118529622936263,0.0266589675923189,0.201567985482758,0.158803687044285,-0.240017336065712
"Arlit","NER001002001",2001,0.1636,0.115145580110497,0.0265377908517523,0.200172413793103,0.119874973250561,-0.305087982932521
"Djado","NER001003003",2001,0.139525408603557,0.10807021159152,0.0149723214964466,0.188731930342589,0.12274676512878,-0.400878358687556
"Dirkou","NER001003002",2001,0.130442088642056,0.0964865172600889,0.0148103375180277,0.1849024606446,0.126413587057969,-0.430811064459159
"Bilma","NER001003001",2001,0.123425058962264,0.0873474851416931,0.0138019910465923,0.162112804958545,0.0810654352770591,-0.47724095804898
"Fachi","NER001003004",2001,0.125363001198267,0.0908536032012642,0.0132601421445216,0.183478290309467,0.1634127531049,-0.355634967326532
"Timia","NER001004002",2001,0.14225,0.100137231606293,0.0162176858357994,0.173585199591037,0.0952601024106131,-0.328943584964548
"Iferouane","NER001004001",2001,0.134523591942472,0.103142933523971,0.0130401486372154,0.173633308620236,0.112190951019564,-0.348599564602533
"Ingall","NER001005001",2001,0.163793583180987,0.115193800563049,0.0243362557836241,0.194748929781735,0.151047832889221,-0.204937376516024
"Tabelot","NER001006003",2001,0.1366,0.0987960564254385,0.0163494612957178,0.168753255254964,0.0878183493028584,-0.36613367832818
"Dabaga","NER001006002",2001,0.168684057108864,0.122853679644914,0.0275457356381963,0.185964414101926,0.0785442826496146,-0.220007827560791
"Tchirozerine","NER001006004",2001,0.168222737471952,0.121686187156309,0.0260934744279245,0.206281036063464,0.128767736642259,-0.295557719533773
"Agadez","NER001006001",2001,0.1708,0.122634254143646,0.0254903813942629,0.211572413793103,0.125721744614707,-0.324306776986405
"Toumour","NER002001002",2001,0.3957,0.167764542936288,0.0545565600024818,0.406013793103448,0.106123508652277,-0.0971866953366794
"Bosso","NER002001001",2001,0.3525,0.175517679558011,0.0492788230505644,0.370431034482759,0.0802413640366554,-0.223463729686443
"Chetimari","NER002002001",2001,0.3031,0.15858414928242,0.0426719036251391,0.364361265124883,0.0648137524565063,-0.945189297070757
"Gueskérou","NER002002003",2001,0.3306,0.147747515279306,0.0419841445144767,0.328528406746659,0.0752592419843138,0.0275260977751108
"Diffa","NER002002002",2001,0.2912,0.155943232044199,0.0396975534569422,0.369658620689655,0.0804184081504858,-0.975630113727651
"Goudoumaria","NER002003001",2001,0.300284357344633,0.157864483022355,0.0407470227428932,0.286670402802194,0.0332191815475857,0.409822093989211
"Maïné Soroa","NER002004002",2001,0.285258617424242,0.160040121907292,0.0431561491422072,0.320495120248684,0.0557367091969635,-0.632195609179621
"Foulatari","NER002004001",2001,0.2814,0.144485,0.0368797569614769,0.294627586206897,0.0369037638087395,-0.358434610503441
"N'Guelbely","NER002004003",2001,0.3154,0.146927602373241,0.045317947083781,0.286384765857271,0.049803205217383,0.58259772671421
"N'Gourti","NER002005001",2001,0.128376337864211,0.0859793816079359,0.0142986623455236,0.161815148472412,0.078493222513278,-0.42600889016303
"Kablewa","NER002006001",2001,0.2799,0.133570969779618,0.0383147311135704,0.260044255936321,0.0689309682662142,0.28805259179002
"N'Guigmi","NER002006002",2001,0.2961,0.161751834784111,0.0477673106251719,0.337348096499061,0.106587803749841,-0.386987019601877
"Birni N'Gaouré","NER003001001",2001,0.3452,0.182295844875346,0.0569265029023124,0.351313793103448,0.0340858236571193,-0.179364687353574
"Kankandi","NER003001005",2001,0.3963,0.19075512465374,0.0608136441429286,0.392262068965517,0.0591343833616831,0.0682839797243786
"Fabidji","NER003001002",2001,0.3645,0.190679224376731,0.061352856815284,0.375513793103448,0.0549389903447317,-0.200473161853519
"Fakara","NER003001003",2001,0.3677,0.188508033240997,0.0628661361479825,0.366537931034483,0.0374725176800384,0.0310112326969766
"Koygolo","NER003001007",2001,0.3111,0.170548753462604,0.0531192683689538,0.323337931034483,0.0466417303479643,-0.262381582826867
"Kiota","NER003001006",2001,0.3423,0.177381578947368,0.0582038706234865,0.335548275862069,0.0395212386001832,0.170837867867322
"Harikanassou","NER003001004",2001,0.331,0.18212271468144,0.0555538515951368,0.339572413793103,0.0403809174925106,-0.212288732535446
"N'Gonga","NER003001008",2001,0.3182,0.179065512465374,0.0537034046905934,0.340437931034483,0.0374935176663257,-0.593114021266014
"Dioundiou","NER003002001",2001,0.4558,0.219851800554017,0.0800622178428481,0.448248275862069,0.0419518313978719,0.180009403315683
"Zabori","NER003002003",2001,0.4278,0.207364542936288,0.0713387740555502,0.394062068965517,0.0493655925127809,0.683430083934431
"Karakara","NER003002002",2001,0.3974,0.199421468144044,0.0686377571854564,0.379920689655172,0.0417794582071,0.418370919464368
"Matankari","NER003003005",2001,0.311571293375394,0.159553218477133,0.0479263314268237,0.309780673207746,0.0520192144439457,0.0344222838962149
"Dogondoutchi","NER003003002",2001,0.3306,0.167435457063712,0.0542124679732333,0.334320689655172,0.0461635630844311,-0.0805979739555078
"Dan-Kassari","NER003003001",2001,0.3134,0.161169946975274,0.0499224677092058,0.314479011480865,0.0307830011910778,-0.0350521859180549
"Kiéché","NER003003004",2001,0.2895,0.161801939058172,0.0493574879955373,0.350318965517241,0.102245927629167,-0.594830199377957
"Soucoucoutane","NER003003006",2001,0.262,0.142041551246537,0.0424940661456038,0.29523275862069,0.0973008976943082,-0.341546269440366
"Dogonkiria","NER003003003",2001,0.249847250361794,0.137578164327564,0.0414889563321602,0.277624222042496,0.0470462329798867,-0.590418614229472
"Sambéra","NER003004008",2001,0.5401,0.244257479224377,0.090274941764437,0.494429310344828,0.0353176946678325,1.2931390365286
"Gollé","NER003004004",2001,0.4736,0.220032686980609,0.0770975355257804,0.452413793103448,0.053037033719966,0.399460629876367
"Farey","NER003004002",2001,0.4763,0.223816356706033,0.0792634285290348,0.449410998640524,0.0535902178303583,0.501752044460692
"Tessa","NER003004009",2001,0.4296,0.20622216066482,0.0713969000788838,0.406513793103448,0.0656412203036755,0.351702890192293
"Karguibangou","NER003004006",2001,0.3799,0.195808033240997,0.0678880100423484,0.381372413793103,0.0703395128570387,-0.0209329540865044
"Dosso","NER003004001",2001,0.375,0.185754016620499,0.0634333039209053,0.377375862068966,0.0614446304475618,-0.0386667158978703
"Goroubankassam","NER003004005",2001,0.3777,0.191002216066482,0.0674766288393237,0.382237931034483,0.0650645745932076,-0.0697450350341103
"Mokko","NER003004007",2001,0.3447,0.177580609418283,0.059628411951433,0.339868965517241,0.028619200640832,0.168803962884485
"Garankédey","NER003004003",2001,0.3412,0.182107479224377,0.0628313083185201,0.350934482758621,0.0677047174757631,-0.143778500546959
"Tombokoirey I","NER003004010",2001,0.3558,0.176946952908587,0.0599489357158842,0.343455172413793,0.0203280521554205,0.607280397148877
"Tombokoirey II","NER003004011",2001,0.3399,0.171059002770083,0.0573348194633214,0.343148275862069,0.0421249893657439,-0.0771104256873816
"Falmey","NER003005001",2001,0.432738524590164,0.21106435545574,0.0702207416071566,0.428487519735229,0.0421390628206721,0.100880384384096
"Guilladjé","NER003005002",2001,0.5018,0.224889750692521,0.078346390969803,0.451151724137931,0.038447363096369,1.31734069083277
"Gaya","NER003006003",2001,0.5123,0.234737569060774,0.0929058142949527,0.497520689655172,0.0306345903853604,0.48243864725837
"Bengou","NER003006002",2001,0.5383,0.245613259668508,0.0984125720572815,0.5301,0.0664992320041582,0.123309694756884
"Tounouga","NER003006005",2001,0.488,0.225956906077348,0.0899323757597435,0.481937931034483,0.0297033958351218,0.204086731334246
"Bana","NER003006001",2001,0.5466,0.245932872928177,0.0982541779621319,0.516648275862069,0.0313559588856005,0.955216335344975
"Tanda","NER003006004",2001,0.547,0.229914640883978,0.0900704506102827,0.492496551724138,0.0322536651600428,1.68983735663577
"Yélou","NER003006006",2001,0.4988,0.228675069252078,0.0839450097058132,0.476872413793103,0.0301826096636519,0.726497358951149
"Loga","NER003007002",2001,0.3178,0.165269644649603,0.0523513461312368,0.317498313653021,0.0380555555486545,0.00792752444759443
"Falwel","NER003007001",2001,0.3692,0.178602770083102,0.0598451250504611,0.355803448275862,0.041147665119999,0.32557258559069
"Sokorbé","NER003007003",2001,0.3294,0.173010941828255,0.056887138369655,0.330489655172414,0.03680268182025,-0.0296080372005447
"Guéchémé","NER003008002",2001,0.3634,0.180614681440443,0.0575620986459253,0.360610344827586,0.0799280763509454,0.0349020682064839
"Doumega","NER003008001",2001,0.3617,0.174727423822715,0.0592307764995004,0.352710344827586,0.0935219467933581,0.0961234820344034
"Tibiri","NER003008004",2001,0.3156,0.172628531855956,0.0536160645526725,0.343537931034483,0.0880850133750389,-0.317170083354948
"Koré Maïroua","NER003008003",2001,0.301,0.164819667590028,0.0515606635796911,0.327703448275862,0.040215832727552,-0.664003365459779
"Tchadoua","NER004001002",2001,0.3516,0.189463711911357,0.0667502416688517,0.344606896551724,0.0831275866666694,0.0841249424973358
"Aguié","NER004001001",2001,0.3531,0.195624355938758,0.0659842049530278,0.346781151356508,0.118465043142139,0.0533393520644771
"Bermo","NER004002001",2001,0.3705,0.175595567867036,0.0625942177154787,0.339927586206897,0.0559005998980826,0.546906721016281
"Gadabedji","NER004002002",2001,0.3403,0.161101239812406,0.0564284379497534,0.299456347913318,0.0581364120271874,0.702548551974296
"Adjekoria","NER004003001",2001,0.294,0.163547922437673,0.052145329527246,0.327775862068966,0.134131802597223,-0.251810990495589
"Kornaka","NER004003008",2001,0.2755,0.157779962162648,0.0488981314395464,0.301676098473932,0.101793182694091,-0.257149818692637
"Birni Lallé","NER004003004",2001,0.2576,0.153092797783934,0.0451372863013569,0.305862068965517,0.0847208964516223,-0.569659564368232
"Dan-Goulbi","NER004003006",2001,0.3424,0.178214404432133,0.0636451762398585,0.321662068965517,0.0420712271357677,0.492924320166835
"Sabon Machi","NER004003011",2001,0.2994,0.167919113573407,0.057785223460009,0.303987931034483,0.0565136608882762,-0.0811826903861853
"Maïyara","NER004003009",2001,0.2994,0.166761495844875,0.0554753095678169,0.2978,0.0486821762631282,0.0328662381762055
"Dakoro","NER004003005",2001,0.2771,0.157941551246537,0.0460738753625119,0.304118965517241,0.0636813810165683,-0.424283598846761
"Bader Goula","NER004003003",2001,0.268460377358491,0.151405689305774,0.0457475187185045,0.290377882129106,0.0484138427056847,-0.452711529300718
"Roumbou I","NER004003010",2001,0.3103,0.16400512465374,0.0525604721307697,0.318437931034483,0.0615653857629263,-0.132183546543832
"Azagor","NER004003002",2001,0.3529,0.170125,0.0582149344525506,0.340403448275862,0.0710871722543055,0.175791937249002
