"adm_03","rowcacode3","year","total_precip","mean_precip","median_precip","sd_precip"
"Dakoussa","NER007008001",2020,393.273585147102,5.46213312704309,0.159080293856025,10.11973356728
"Dakoussa","NER007008001",2021,329.171462993334,4.57182587490742,0.159081134561418,8.65118809333941
"Dakoussa","NER007008001",2022,1.9412967822413,0.0808873659267208,0.0399890561158392,0.100002781201246
"Olléléwa","NER007009003",1981,244.402062849239,3.39447309512832,0.132012407485445,8.18528361902039
"Olléléwa","NER007009003",1982,236.914015362613,3.29047243559184,0.137225307105392,8.02842086144532
"Olléléwa","NER007009003",1983,200.046799369633,2.77842776902269,0.122749345962382,6.59867192117312
"Olléléwa","NER007009003",1984,87.7710585387613,1.21904247970502,0.133591854457702,3.00642805324546
"Olléléwa","NER007009003",1985,239.231079094278,3.32265387630942,0.121643449557336,6.43954184106737
"Olléléwa","NER007009003",1986,295.225053061477,4.10034795918719,0.14086039889673,7.76826278347107
"Olléléwa","NER007009003",1987,202.997458253714,2.8194091424127,0.11911793978543,6.58683382920208
"Olléléwa","NER007009003",1988,371.732646821954,5.16295342808269,0.107385476256263,12.3160735823728
"Olléléwa","NER007009003",1989,295.918984906293,4.10998590147629,0.119524566742386,8.93538031533396
"Olléléwa","NER007009003",1990,221.409002361988,3.07512503280539,0.114265236580598,6.27446560555723
"Olléléwa","NER007009003",1991,293.752858030176,4.07990080597466,0.126841162106996,8.02574171294859
"Olléléwa","NER007009003",1992,268.725331725928,3.73229627397122,0.120864803051273,7.50543671883339
"Olléléwa","NER007009003",1993,229.972344526245,3.19406034064229,0.115088127199371,8.47793180273714
"Olléléwa","NER007009003",1994,357.068479492705,4.95928443739868,0.139505833095538,10.1340794830031
"Olléléwa","NER007009003",1995,313.463098815748,4.35365415021872,0.11869364152133,7.84392410515708
"Olléléwa","NER007009003",1996,190.019544002749,2.63916033337152,0.117691585147294,5.43184012612554
"Olléléwa","NER007009003",1997,223.191313826465,3.0998793587009,0.136142844364879,5.38730409406582
"Olléléwa","NER007009003",1998,303.551178852436,4.21598859517272,0.118059237716175,8.17126548327959
"Olléléwa","NER007009003",1999,398.361857238609,5.53280357275846,0.161059541892275,10.692775766479
"Olléléwa","NER007009003",2000,252.213410847602,3.50296403955002,0.115116933804085,7.08771967958605
"Olléléwa","NER007009003",2001,351.242880199473,4.87837333610379,0.0979021240318441,10.004418519169
"Olléléwa","NER007009003",2002,285.129103451575,3.96012643682743,0.124082149441612,7.74965973762925
"Olléléwa","NER007009003",2003,375.554869213298,5.21603985018469,0.156927493400872,9.68023961420434
"Olléléwa","NER007009003",2004,266.756454717028,3.70495075995872,0.115696155768575,7.51900528911783
"Olléléwa","NER007009003",2005,322.32226581397,4.47669813630513,0.114765884617533,8.0271593576359
"Olléléwa","NER007009003",2006,287.788368915462,3.99706067938141,0.115439578275013,8.42540868430335
"Olléléwa","NER007009003",2007,243.653559786153,3.38407721925212,0.119184481141662,7.81725591251253
"Olléléwa","NER007009003",2008,362.160150528027,5.03000209066704,0.11550210475945,10.3742748684927
"Olléléwa","NER007009003",2009,198.070238881816,2.75097554002523,0.118149538975627,4.50241541156312
"Olléléwa","NER007009003",2010,332.628350667301,4.61983820371252,0.117656357533988,8.642193043906
"Olléléwa","NER007009003",2011,297.464271472651,4.13144821489793,0.116779509124814,8.46782116825153
"Olléléwa","NER007009003",2012,363.841946389558,5.05336036652163,0.114796328842764,8.94625663439765
"Olléléwa","NER007009003",2013,283.345865753109,3.93535924657096,0.140461728516388,8.10235477333147
"Olléléwa","NER007009003",2014,256.685335283849,3.56507410116457,0.135308174911292,7.2661505772036
"Olléléwa","NER007009003",2015,264.913055016814,3.67934798634464,0.111753980636153,7.55561961199287
"Olléléwa","NER007009003",2016,229.148629039524,3.18261984777116,0.127106709486415,5.7456758817419
"Olléléwa","NER007009003",2017,264.471779887104,3.67321916509867,0.116774183173163,6.96944677593248
"Olléléwa","NER007009003",2018,319.786961984189,4.44148558311373,0.115834780547696,8.84215238628264
"Olléléwa","NER007009003",2019,330.398359047286,4.58886609787896,0.115007879103693,9.10216418817947
"Olléléwa","NER007009003",2020,334.569195194736,4.64679437770467,0.115218390308495,9.08128559887283
"Olléléwa","NER007009003",2021,306.400807263915,4.25556676755437,0.115182221057092,8.06352058883616
"Olléléwa","NER007009003",2022,1.47520597209296,0.0614669155038732,0.0198929204962805,0.0916845484665969
"Gangara","NER007009002",1981,232.056845314415,3.22301174047799,0.133017998382545,8.40452419976612
"Gangara","NER007009002",1982,201.81852754792,2.80303510483222,0.225652858001939,6.69134270176995
"Gangara","NER007009002",1983,164.162938901849,2.28004081808124,0.210572594060645,5.02377575362409
"Gangara","NER007009002",1984,79.7080728078764,1.10705656677606,0.176334468182628,2.42769268002401
"Gangara","NER007009002",1985,222.156347265583,3.0855048231331,0.206592056579439,6.143779286913
"Gangara","NER007009002",1986,269.477576125213,3.74274411285018,0.223299552339589,6.77108254573469
"Gangara","NER007009002",1987,180.45216584738,2.50628008121361,0.178345312526105,6.16676425938884
"Gangara","NER007009002",1988,344.039206141927,4.77832230752676,0.202381058085002,11.6734061551651
"Gangara","NER007009002",1989,254.455334305151,3.53410186534931,0.193377653782605,7.6108157086746
"Gangara","NER007009002",1990,210.503759493602,2.92366332630003,0.205969185503854,6.33854729412615
"Gangara","NER007009002",1991,253.455543936596,3.52021588800827,0.206918554838323,6.74700940840586
"Gangara","NER007009002",1992,236.347524039492,3.2826045005485,0.208454527858188,7.3507644652107
"Gangara","NER007009002",1993,207.290359793319,2.87903277490721,0.203964572993371,7.00605573774853
"Gangara","NER007009002",1994,314.428694525492,4.36706520174294,0.207965974580928,9.51267548853057
"Gangara","NER007009002",1995,262.924206337342,3.65172508801864,0.204969338113681,7.0394428911961
"Gangara","NER007009002",1996,154.775164063959,2.14965505644387,0.206082358598716,4.27874833038362
"Gangara","NER007009002",1997,217.851085598348,3.02570952219927,0.229367202861318,5.66227167569172
"Gangara","NER007009002",1998,274.671432164002,3.8148810022778,0.191696847003007,7.65251224481978
"Gangara","NER007009002",1999,382.600117503378,5.31389052088025,0.208631845229602,10.5362637331865
"Gangara","NER007009002",2000,223.751538875916,3.1076602621655,0.201029169006291,6.60164631609835
"Gangara","NER007009002",2001,306.98967686232,4.26374551197667,0.164846758970157,9.19734106669232
"Gangara","NER007009002",2002,253.354719383651,3.51881554699515,0.207384424177857,6.73214174330644
"Gangara","NER007009002",2003,330.435247934063,4.58937844352865,0.210165278020348,8.64946666457045
"Gangara","NER007009002",2004,219.099524996883,3.04304895829005,0.207414483673901,6.34469538363003
"Gangara","NER007009002",2005,272.971912951247,3.79127656876731,0.223992135903957,6.87397662311677
"Gangara","NER007009002",2006,268.104332395182,3.72367128326641,0.203416978137024,7.98417861940187
"Gangara","NER007009002",2007,227.771691497472,3.16349571524267,0.211403857040528,7.10848295806924
"Gangara","NER007009002",2008,317.089565919532,4.40402174888238,0.21420299997199,8.72064411842362
"Gangara","NER007009002",2009,182.416168554015,2.53355789658354,0.211731777412043,4.30172634925666
"Gangara","NER007009002",2010,279.945168455001,3.88812733965279,0.204787046075518,7.70928569545174
"Gangara","NER007009002",2011,268.703208263295,3.73198900365688,0.204143473980234,7.89367186111191
"Gangara","NER007009002",2012,288.267089992601,4.00370958323056,0.219305695819725,7.20488424135932
"Gangara","NER007009002",2013,264.261656430991,3.67030078376377,0.199865556976664,7.19366767527325
"Gangara","NER007009002",2014,232.246808788987,3.22565012206926,0.249228875559649,6.60463817121396
"Gangara","NER007009002",2015,231.919461604819,3.22110363340026,0.19515011722691,6.3281764932198
