"adm_03","rowcacode3","year","yeartotal_precip","baselineMean_precip","baselineSD_precip","zscore_precip"
"Birni N'Konni","NER005003003",1993,385.7315974,412.077760813333,73.2992983482297,-0.359432682263454
"Birni N'Konni","NER005003003",1994,552.9582457,412.077760813333,73.2992983482297,1.92198954234695
"Birni N'Konni","NER005003003",1995,421.9373382,412.077760813333,73.2992983482297,0.134511211005403
"Birni N'Konni","NER005003003",1996,400.879731,412.077760813333,73.2992983482297,-0.152771309762528
"Birni N'Konni","NER005003003",1997,350.1695296,412.077760813333,73.2992983482297,-0.844595140859606
"Birni N'Konni","NER005003003",1998,506.917702,412.077760813333,73.2992983482297,1.29387242884784
"Birni N'Konni","NER005003003",1999,577.5149529,412.077760813333,73.2992983482297,2.25700921856999
"Birni N'Konni","NER005003003",2000,379.799799,412.077760813333,73.2992983482297,-0.440358400976602
"Birni N'Konni","NER005003003",2001,369.4530276,412.077760813333,73.2992983482297,-0.581516251503966
"Birni N'Konni","NER005003003",2002,415.2396993,412.077760813333,73.2992983482297,0.0431373636299347
"Birni N'Konni","NER005003003",2003,461.42663,412.077760813333,73.2992983482297,0.673251590379767
"Birni N'Konni","NER005003003",2004,408.033562,412.077760813333,73.2992983482297,-0.0551737725253544
"Birni N'Konni","NER005003003",2005,441.122649,412.077760813333,73.2992983482297,0.396250562299799
"Birni N'Konni","NER005003003",2006,497.410185,412.077760813333,73.2992983482297,1.16416427045823
"Birni N'Konni","NER005003003",2007,409.4932,412.077760813333,73.2992983482297,-0.0352603759050273
"Birni N'Konni","NER005003003",2008,471.4812091,412.077760813333,73.2992983482297,0.810423150361594
"Birni N'Konni","NER005003003",2009,281.4686787,412.077760813333,73.2992983482297,-1.78185992303551
"Birni N'Konni","NER005003003",2010,485.516332,412.077760813333,73.2992983482297,1.00190005691153
"Birni N'Konni","NER005003003",2011,363.91958,412.077760813333,73.2992983482297,-0.657007391592534
"Birni N'Konni","NER005003003",2012,403.651621,412.077760813333,73.2992983482297,-0.114955258825296
"Birni N'Konni","NER005003003",2013,341.14084,412.077760813333,73.2992983482297,-0.967770802884453
"Birni N'Konni","NER005003003",2014,449.999313,412.077760813333,73.2992983482297,0.517352185371671
"Birni N'Konni","NER005003003",2015,469.6310432,412.077760813333,73.2992983482297,0.785181900558489
"Birni N'Konni","NER005003003",2016,416.04289,412.077760813333,73.2992983482297,0.0540950496937805
"Birni N'Konni","NER005003003",2017,347.7892204,412.077760813333,73.2992983482297,-0.877068974220079
"Birni N'Konni","NER005003003",2018,510.4594444,412.077760813333,73.2992983482297,1.34219134157705
"Birni N'Konni","NER005003003",2019,394.551785,412.077760813333,73.2992983482297,-0.239101549513763
"Birni N'Konni","NER005003003",2020,619.945564,412.077760813333,73.2992983482297,2.8358771212124
"Birni N'Konni","NER005003003",2021,394.9806617,412.077760813333,73.2992983482297,-0.233250515333838
"Bazaga","NER005003002",1981,476.903623,450.001263573333,81.5955649235392,0.32970369715408
"Bazaga","NER005003002",1982,391.006967,450.001263573333,81.5955649235392,-0.723008617301874
"Bazaga","NER005003002",1983,330.8141909,450.001263573333,81.5955649235392,-1.4607052820214
"Bazaga","NER005003002",1984,289.319981,450.001263573333,81.5955649235392,-1.96924039589533
"Bazaga","NER005003002",1985,399.3889868,450.001263573333,81.5955649235392,-0.620282203092296
"Bazaga","NER005003002",1986,424.250733,450.001263573333,81.5955649235392,-0.315587380238906
"Bazaga","NER005003002",1987,365.965705,450.001263573333,81.5955649235392,-1.02990350826152
"Bazaga","NER005003002",1988,509.2309171,450.001263573333,81.5955649235392,0.725893050463822
"Bazaga","NER005003002",1989,486.526335,450.001263573333,81.5955649235392,0.447635499072692
"Bazaga","NER005003002",1990,348.2453287,450.001263573333,81.5955649235392,-1.24707678620383
"Bazaga","NER005003002",1991,489.988595,450.001263573333,81.5955649235392,0.490067462173191
"Bazaga","NER005003002",1992,432.5023239,450.001263573333,81.5955649235392,-0.214459446291365
"Bazaga","NER005003002",1993,401.3801884,450.001263573333,81.5955649235392,-0.595878896345589
"Bazaga","NER005003002",1994,604.287423,450.001263573333,81.5955649235392,1.89086452886555
"Bazaga","NER005003002",1995,464.114945,450.001263573333,81.5955649235392,0.172971183420228
"Bazaga","NER005003002",1996,436.945388,450.001263573333,81.5955649235392,-0.16000717178155
