"adm_03","rowcacode3","year","total_precip","median_precip","sd_precip"
"Baoudetta","NER004009001",1999,537.287467825863,0.268687218427658,13.7483103558981
"Baoudetta","NER004009001",2000,418.093431182157,0.236842080950737,10.4642633439759
"Baoudetta","NER004009001",2001,529.985188963169,0.204019524157047,13.6668538671338
"Baoudetta","NER004009001",2002,479.785483613301,0.262618824839592,11.3624110476155
"Baoudetta","NER004009001",2003,536.53237827302,0.277194768190384,13.2744791328227
"Baoudetta","NER004009001",2004,441.365393746806,0.192557513713837,11.9434969265531
"Baoudetta","NER004009001",2005,478.074496127915,0.190312728285789,11.9918220681847
"Baoudetta","NER004009001",2006,448.87109464235,0.204580456018448,12.3924000396899
"Baoudetta","NER004009001",2007,365.860816393902,0.194261379539966,10.0356233651184
"Baoudetta","NER004009001",2008,446.455316165704,0.20106790959835,12.2505958049608
"Baoudetta","NER004009001",2009,344.417235160964,0.415127277374268,7.89762836263481
"Baoudetta","NER004009001",2010,481.060782518647,0.346477225422859,11.7060363336549
"Baoudetta","NER004009001",2011,440.54395613505,0.204208597540856,12.055800951972
"Baoudetta","NER004009001",2012,470.572043678319,0.300821453332901,11.1849102171432
"Baoudetta","NER004009001",2013,435.94374448445,0.243245989084243,11.6596415460142
"Baoudetta","NER004009001",2014,410.357348432564,0.224302493035793,9.99590903939925
"Baoudetta","NER004009001",2015,384.251978390457,0.224703773856163,10.1450093356251
"Baoudetta","NER004009001",2016,391.063590732568,0.283751115202904,8.84985814391747
"Baoudetta","NER004009001",2017,356.359087839577,0.198682934045792,8.69539712287023
"Baoudetta","NER004009001",2018,507.06486462995,0.304703116416931,13.5283096074125
"Baoudetta","NER004009001",2019,492.495981541196,0.221809811890125,12.0874954769794
"Baoudetta","NER004009001",2020,529.226552918542,0.28399358689785,13.8171018337731
"Baoudetta","NER004009001",2021,461.248366243299,0.27161367982626,12.0855888353823
"Koona","NER004009003",1981,352.439101556358,0.228424839675426,10.5081085694578
"Koona","NER004009003",1982,350.714492081695,0.231538236141205,10.8851965296617
"Koona","NER004009003",1983,305.187061295649,0.189016863703728,9.36211768055272
"Koona","NER004009003",1984,194.949122088117,0.215839698910714,6.90243589126554
"Koona","NER004009003",1985,325.577155308503,0.237734690308571,9.01156465460761
"Koona","NER004009003",1986,407.866256717164,0.20986744016409,10.4329719204192
"Koona","NER004009003",1987,247.996857003378,0.21157169342041,6.38874800247893
"Koona","NER004009003",NA,166.314296694291,0.15714834714552,82.9477442711645
"Koona","NER004009003",1988,381.4453723778,0.202211737632751,10.5227002922855
"Koona","NER004009003",1989,422.008234187376,0.215144954621792,11.6329793338285
"Koona","NER004009003",1990,388.570168446655,0.197165086865425,9.99657732919854
"Koona","NER004009003",1991,379.528763200245,0.200334213674069,9.16032326969916
"Koona","NER004009003",1992,383.868880057864,0.214075528085232,9.37065333473337
"Koona","NER004009003",1993,290.529320776123,0.230457834899426,8.26231710025273
"Koona","NER004009003",1994,460.370914713553,0.221798576414585,12.7112293679295
"Koona","NER004009003",1995,393.052583876824,0.223561473190785,9.70094709173034
"Koona","NER004009003",1996,341.088358347439,0.210421644151211,8.92171217406213
"Koona","NER004009003",1997,383.883777536144,0.284432038664818,9.57293830890467
"Koona","NER004009003",1998,456.950663740165,0.244671232998371,11.9534399378705
"Koona","NER004009003",1999,550.585798948637,0.268068119883537,13.8314228222787
"Koona","NER004009003",2000,417.580993760204,0.223129525780678,10.4930371533977
"Koona","NER004009003",2001,519.150496399747,0.204019524157047,13.3925501971648
"Koona","NER004009003",2002,467.512097040692,0.248881578445434,11.1015879188142
"Koona","NER004009003",2003,527.475169462947,0.269895553588867,13.0590433220154
"Koona","NER004009003",2004,426.204043343684,0.189531058073044,11.4902814148252
"Koona","NER004009003",2005,464.043488355384,0.190312728285789,11.5948656266357
"Koona","NER004009003",2006,438.05318971949,0.201823227107525,12.0162281135871
"Koona","NER004009003",2007,362.933918387913,0.191927395761013,10.0064317501847
"Koona","NER004009003",2008,433.799427796174,0.198337756097317,11.9649835403716
"Koona","NER004009003",2009,338.821687122907,0.393569275736808,7.80773354468024
"Koona","NER004009003",2010,470.583699576702,0.346091464161873,11.5174158340576
"Koona","NER004009003",2011,435.39884892134,0.202166438102723,11.9693289638669
"Koona","NER004009003",2012,470.426343040755,0.288874849677086,11.1983105517943
"Koona","NER004009003",2013,432.870043244265,0.23454849421978,11.6334353389833
"Koona","NER004009003",2014,408.054293526099,0.224302493035793,9.94569768815651
"Koona","NER004009003",2015,381.28719181147,0.223522908985614,10.097205352024
"Koona","NER004009003",2016,392.760342769479,0.283187761902809,8.93854020226392
"Koona","NER004009003",2017,350.578715048736,0.197537697851658,8.58536896731062
"Koona","NER004009003",2018,501.347610890692,0.287165641784668,13.4831239870039
"Koona","NER004009003",2019,483.125980458828,0.220475919544697,11.9254065047273
"Koona","NER004009003",2020,524.304653062185,0.275529831647873,13.6599032950899
"Koona","NER004009003",2021,458.828675213576,0.263209603726864,12.1248705724773
