"admin2Name","admin2Pcod","year","yeartotal_precip"
"Boboye","NE0301",1991,447.77905859391
"Boboye","NE0301",1992,524.112260315527
"Boboye","NE0301",1993,433.545363389736
"Boboye","NE0301",1994,676.108662013238
"Boboye","NE0301",1995,481.842985037392
"Boboye","NE0301",1996,467.49192602167
"Boboye","NE0301",1997,417.789220651191
"Boboye","NE0301",1998,591.807452058275
"Boboye","NE0301",1999,590.024517059031
"Boboye","NE0301",2000,477.263881498292
"Boboye","NE0301",2001,497.069840489101
"Boboye","NE0301",2002,518.8275476514
"Boboye","NE0301",2003,499.142637446487
"Boboye","NE0301",2004,437.877306862331
"Boboye","NE0301",2005,556.079886755278
"Boboye","NE0301",2006,506.066032800599
"Boboye","NE0301",2007,552.811755680507
"Boboye","NE0301",2008,476.398478133193
"Boboye","NE0301",2009,456.895993058665
"Boboye","NE0301",2010,566.613761809182
"Boboye","NE0301",2011,395.033219103619
"Boboye","NE0301",2012,557.422451875083
"Boboye","NE0301",2013,472.768190856888
"Boboye","NE0301",2014,450.171459478126
"Boboye","NE0301",2015,530.73948308393
"Boboye","NE0301",2016,446.920754443607
"Boboye","NE0301",2017,467.499986708216
"Boboye","NE0301",2018,501.269290061958
"Boboye","NE0301",2019,477.867472970404
"Boboye","NE0301",2020,694.516064136997
"Boboye","NE0301",2021,515.440651616358
"Dioundiou","NE0302",1981,575.297669158947
"Dioundiou","NE0302",1982,471.286970476188
"Dioundiou","NE0302",1983,445.699724489801
"Dioundiou","NE0302",1984,310.790405366608
"Dioundiou","NE0302",1985,559.000049810084
"Dioundiou","NE0302",1986,557.9919977519
"Dioundiou","NE0302",1987,479.337559393725
"Dioundiou","NE0302",1988,617.741283137482
"Dioundiou","NE0302",1989,593.870903787424
"Dioundiou","NE0302",1990,501.928790274358
"Dioundiou","NE0302",1991,526.158271926796
"Dioundiou","NE0302",1992,650.211892414448
"Dioundiou","NE0302",1993,515.606857097523
"Dioundiou","NE0302",1994,790.416424274757
"Dioundiou","NE0302",1995,522.527754198134
"Dioundiou","NE0302",1996,588.900296076691
"Dioundiou","NE0302",1997,476.321302616617
"Dioundiou","NE0302",1998,606.196105270368
"Dioundiou","NE0302",1999,710.506649104402
"Dioundiou","NE0302",2000,564.249450209078
"Dioundiou","NE0302",2001,548.436016202096
"Dioundiou","NE0302",2002,620.560930283257
"Dioundiou","NE0302",2003,676.416814474268
"Dioundiou","NE0302",2004,501.597468113266
"Dioundiou","NE0302",2005,610.299346638103
"Dioundiou","NE0302",2006,602.69858632053
"Dioundiou","NE0302",2007,608.459263290988
"Dioundiou","NE0302",2008,551.038067487546
"Dioundiou","NE0302",2009,502.143047371756
"Dioundiou","NE0302",2010,562.33269505731
"Dioundiou","NE0302",2011,472.690161512655
"Dioundiou","NE0302",2012,576.029411622309
"Dioundiou","NE0302",2013,538.886659856025
"Dioundiou","NE0302",2014,568.408915154207
"Dioundiou","NE0302",2015,565.604644718663
"Dioundiou","NE0302",2016,515.53131579684
"Dioundiou","NE0302",2017,519.795877194358
"Dioundiou","NE0302",2018,681.322703006103
"Dioundiou","NE0302",2019,556.343889041228
"Dioundiou","NE0302",2020,833.405910551244
"Dioundiou","NE0302",2021,598.066475760573
"Dogondoutchi","NE0303",1981,397.923546497133
"Dogondoutchi","NE0303",1982,347.113425800834
"Dogondoutchi","NE0303",1983,327.723225712008
"Dogondoutchi","NE0303",1984,220.991705005967
"Dogondoutchi","NE0303",1985,342.299569164281
"Dogondoutchi","NE0303",1986,436.984440101082
"Dogondoutchi","NE0303",1987,293.520042108547
"Dogondoutchi","NE0303",1988,443.159332744129
"Dogondoutchi","NE0303",1989,371.682835298709
"Dogondoutchi","NE0303",1990,321.184186564081
"Dogondoutchi","NE0303",1991,397.906068497218
"Dogondoutchi","NE0303",1992,382.407957987895
"Dogondoutchi","NE0303",1993,302.324898128807
"Dogondoutchi","NE0303",1994,535.015116624654
"Dogondoutchi","NE0303",1995,349.924148211334
"Dogondoutchi","NE0303",1996,350.871026744078
