"","cluster","hhnum_percluster","hhid","year","int_year","int_month","passage","season","admin1","admin2","hhsize","pcexp","pcexp_food","pcexp_nonfood","latitude","longitude","zae"
"1617",59,4,59004,2018,2019,5,1,NA,2,22,2,539016.625,340423.59375,198593.015625,13.3601032197475,12.6109743956476,4
"1618",59,5,59005,2018,2019,5,1,NA,2,22,3,400521.4375,229808.46875,170712.96875,13.3601032197475,12.6109743956476,4
"1619",59,6,59006,2018,2019,5,1,NA,2,22,13,190538.546875,129758.78125,60779.765625,13.3601032197475,12.6109743956476,4
"1620",59,7,59007,2018,2019,5,1,NA,2,22,4,201844.484375,153829.59375,48014.8984375,13.3601032197475,12.6109743956476,4
"1621",59,8,59008,2018,2019,5,1,NA,2,22,8,187817.515625,122099.1796875,65718.3359375,13.3601032197475,12.6109743956476,4
"1622",59,9,59009,2018,2019,5,1,NA,2,22,8,156362.90625,84664.0859375,71698.8203125,13.3601032197475,12.6109743956476,4
"1623",59,1,59010,2011,2011,11,2,2,3,NA,5,106946.359375,117367.328125,12194.6650390625,13.388412672,3.41414864456,2
"1624",59,1,59010,2011,2011,8,1,1,3,NA,5,112578.578125,127917.9453125,8467.2890625,13.388412672,3.41414864456,2
"1625",59,1,59010,2014,2014,11,1,2,3,NA,5,145727.734375,169609.09375,6935.24853515625,13.388412672,3.41414864456,2
"1626",59,1,59010,2014,2015,2,2,3,3,NA,5,196502.328125,217582.015625,20474.072265625,13.388412672,3.41414864456,2
"1627",59,10,59010,2018,2019,5,1,NA,2,22,4,269438.4375,176007.3125,93431.125,13.3601032197475,12.6109743956476,4
"1628",59,11,59011,2018,2019,5,1,NA,2,22,2,337416.34375,215952.203125,121464.1328125,13.3601032197475,12.6109743956476,4
"1629",59,12,59012,2018,2019,5,1,NA,2,22,3,250477.203125,186384.671875,64092.5234375,13.3601032197475,12.6109743956476,4
"1630",59,2,59020,2011,2011,8,1,1,3,NA,6,84514.8828125,100018.140625,2368.85083007812,13.388412672,3.41414864456,2
"1631",59,2,59020,2011,2011,11,2,2,3,NA,6,42738.4296875,40818.80859375,10957.3916015625,13.388412672,3.41414864456,2
"1632",59,2,59020,2014,2014,11,1,2,3,NA,6,182465.109375,190802.65625,30247.8203125,13.388412672,3.41414864456,2
"1633",59,2,59020,2014,2015,2,2,3,3,NA,6,237116.53125,186760.34375,100498.515625,13.388412672,3.41414864456,2
"1634",59,3,59030,2011,2011,8,1,1,3,NA,10,150742.5,176400.40625,6219.15234375,13.388412672,3.41414864456,2
"1635",59,3,59030,2011,2011,11,2,2,3,NA,10,119397.375,140930.25,3715.73901367188,13.388412672,3.41414864456,2
"1636",59,3,59030,2014,2014,11,1,2,3,NA,8,44896.96484375,50931.3828125,3459.814453125,13.388412672,3.41414864456,2
"1637",59,3,59030,2014,2015,2,2,3,3,NA,8,153785.53125,176406.546875,9899.5576171875,13.388412672,3.41414864456,2
"1638",59,4,59040,2011,2011,8,1,1,3,NA,9,264047.625,308477,11407.98046875,13.388412672,3.41414864456,2
"1639",59,4,59040,2011,2011,11,2,2,3,NA,9,133626.78125,133922.484375,27961.9609375,13.388412672,3.41414864456,2
"1640",59,4,59040,2014,2015,2,2,3,3,NA,8,170555.65625,187971.109375,18651.453125,13.388412672,3.41414864456,2
"1641",59,4,59040,2014,2014,11,1,2,3,NA,8,124209.4296875,126948.375,23527.2578125,13.388412672,3.41414864456,2
"1642",59,5,59050,2011,2011,8,1,1,3,NA,5,165007.140625,194561.609375,5339.10791015625,13.388412672,3.41414864456,2
"1643",59,5,59050,2011,2011,11,2,2,3,NA,5,109671.6875,122574.7734375,10288.8662109375,13.388412672,3.41414864456,2
"1644",59,5,59050,2014,2015,2,2,3,3,NA,4,194568.0625,216917.234375,18795.578125,13.388412672,3.41414864456,2
"1645",59,5,59050,2014,2014,11,1,2,3,NA,4,97323.6796875,110984.8046875,6919.62890625,13.388412672,3.41414864456,2
"1646",59,6,59060,2011,2011,11,2,2,3,NA,10,75665.703125,70770.2734375,20896.23828125,13.388412672,3.41414864456,2
"1647",59,6,59060,2011,2011,8,1,1,3,NA,10,123214.2890625,132339.796875,16930.251953125,13.388412672,3.41414864456,2
"1648",59,6,59060,2014,2015,2,2,3,3,NA,10,196187.984375,209903.140625,27772.14453125,13.388412672,3.41414864456,2
"1649",59,6,59060,2014,2014,11,1,2,3,NA,10,44401.4296875,46066.296875,7724.5751953125,13.388412672,3.41414864456,2
"1650",59,7,59070,2011,2011,11,2,2,3,NA,7,59551.8671875,65181.84765625,6963.27587890625,13.388412672,3.41414864456,2
"1651",59,7,59070,2011,2011,8,1,1,3,NA,7,99257.65625,118442.5390625,1804.83862304688,13.388412672,3.41414864456,2
"1652",59,7,59070,2014,2015,2,2,3,3,NA,7,206530.84375,229844.4375,20360.873046875,13.388412672,3.41414864456,2
"1653",59,7,59070,2014,2014,11,1,2,3,NA,7,86633.828125,86442.1796875,18511.84765625,13.388412672,3.41414864456,2
"1654",59,8,59080,2011,2011,8,1,1,3,NA,7,143729.59375,160405.03125,13718.6279296875,13.388412672,3.41414864456,2
"1655",59,8,59080,2011,2011,11,2,2,3,NA,7,62210.59375,72019.828125,3346.25659179688,13.388412672,3.41414864456,2
"1656",59,8,59080,2014,2014,11,1,2,3,NA,6,107258.7578125,116559.3828125,13381.072265625,13.388412672,3.41414864456,2
"1657",59,8,59080,2014,2015,2,2,3,3,NA,6,187965.328125,194278.359375,33435.44921875,13.388412672,3.41414864456,2
"1658",59,9,59090,2011,2011,8,1,1,3,NA,7,168565.296875,191764.109375,12447.205078125,13.388412672,3.41414864456,2
"1659",59,9,59090,2011,2011,11,2,2,3,NA,7,76594.234375,86332.921875,6458.47412109375,13.388412672,3.41414864456,2
"1660",59,9,59090,2014,2014,11,1,2,3,NA,7,86119.5546875,99473.65625,4857.3515625,13.388412672,3.41414864456,2
"1661",59,9,59090,2014,2015,2,2,3,3,NA,7,49593.96484375,57894.07421875,2187.38061523438,13.388412672,3.41414864456,2
"1662",59,10,59100,2011,2011,11,2,2,3,NA,3,86904.6875,99131.390625,6150.77978515625,13.388412672,3.41414864456,2
"1663",59,10,59100,2014,2015,2,2,3,3,NA,4,79471.2265625,87459.640625,8817.13671875,13.388412672,3.41414864456,2
"1664",59,10,59100,2014,2014,11,1,2,3,NA,4,393552.4375,451414.25,25361.55859375,13.388412672,3.41414864456,2
"1665",59,11,59110,2011,2011,8,1,1,3,NA,6,265647,317636.5625,4186.05126953125,13.388412672,3.41414864456,2
"1666",59,11,59110,2011,2011,11,2,2,3,NA,6,47960.0234375,53541.5546875,4560.43603515625,13.388412672,3.41414864456,2
"1667",59,11,59110,2014,2014,11,1,2,3,NA,2,246284.578125,256937.4375,41428.21875,13.388412672,3.41414864456,2
"1668",59,11,59110,2014,2015,2,2,3,3,NA,2,122283.6953125,121602.296875,26540.375,13.388412672,3.41414864456,2
"1669",59,12,59120,2011,2011,11,2,2,3,NA,5,227466.109375,255727.1875,19840.51171875,13.388412672,3.41414864456,2
"1670",59,12,59120,2011,2011,8,1,1,3,NA,5,180160.71875,193298.21875,24960.548828125,13.388412672,3.41414864456,2
"1671",59,12,59120,2014,2015,2,2,3,3,NA,4,106780.5390625,120076.6015625,9284.505859375,13.388412672,3.41414864456,2
"1672",59,14,59140,2011,2011,11,2,2,3,NA,11,73052.84375,79083.4375,9417.68359375,13.388412672,3.41414864456,2
"1673",59,14,59140,2011,2011,8,1,1,3,NA,12,81017.859375,95148.84375,3001.62573242188,13.388412672,3.41414864456,2
"1674",59,14,59140,2014,2015,2,2,3,3,NA,4,100205.828125,120798.2109375,597.852416992188,13.388412672,3.41414864456,2
"1675",59,14,59140,2014,2014,11,1,2,3,NA,4,91915.3359375,101862.7734375,9489.6279296875,13.388412672,3.41414864456,2
"1676",59,15,59150,2011,2011,11,2,2,3,NA,12,110845.328125,124702.0078125,9583.451171875,13.388412672,3.41414864456,2
"1677",59,15,59150,2011,2011,8,1,1,3,NA,12,165337.796875,191876.90625,8424.3837890625,13.388412672,3.41414864456,2
"1678",59,15,59150,2014,2014,11,1,2,3,NA,11,177873.53125,184554.78125,30933.140625,13.388412672,3.41414864456,2
"1679",59,15,59150,2014,2015,2,2,3,3,NA,11,97270.125,109190.5390625,8649.017578125,13.388412672,3.41414864456,2
"1680",59,16,59160,2011,2011,8,1,1,3,NA,5,175265,202141.921875,10185.8427734375,13.388412672,3.41414864456,2
"1681",59,16,59160,2011,2011,11,2,2,3,NA,5,125109.78125,138344.3125,13222.0693359375,13.388412672,3.41414864456,2
"1682",59,16,59160,2014,2014,11,1,2,3,NA,7,137959.375,156160.609375,10972.62890625,13.388412672,3.41414864456,2
"1683",59,16,59160,2014,2015,2,2,3,3,NA,7,95779.921875,102906.546875,13127.673828125,13.388412672,3.41414864456,2
"1684",59,17,59170,2011,2011,11,2,2,3,NA,7,105965.734375,123592.3828125,4781.611328125,13.388412672,3.41414864456,2
"1685",59,17,59170,2011,2011,8,1,1,3,NA,7,131364.796875,151155.234375,7988.88330078125,13.388412672,3.41414864456,2
"1686",59,17,59170,2014,2014,11,1,2,3,NA,6,128676.1328125,151020.421875,4866.47607421875,13.388412672,3.41414864456,2
"1687",59,17,59170,2014,2015,2,2,3,3,NA,6,49316.16796875,57729.13671875,2015.77490234375,13.388412672,3.41414864456,2
"1688",59,18,59180,2011,2011,11,2,2,3,NA,5,73725.7265625,79517.15625,9799.1279296875,13.388412672,3.41414864456,2
"1689",59,18,59180,2014,2014,11,1,2,3,NA,7,66335.9296875,68198.1015625,12165.6943359375,13.388412672,3.41414864456,2
"1690",59,18,59180,2014,2015,2,2,3,3,NA,7,75646.7890625,82635.1328125,9008.4560546875,13.388412672,3.41414864456,2
"1691",60,1,60001,2018,2019,4,1,NA,2,22,5,457363.21875,289193.34375,168169.890625,13.3272911701351,12.6086449809372,4
"1692",60,2,60002,2018,2019,4,1,NA,2,22,4,257875.828125,181775.78125,76100.0390625,13.3272911701351,12.6086449809372,4
"1693",60,3,60003,2018,2019,4,1,NA,2,22,8,592964.4375,273418.78125,319545.65625,13.3272911701351,12.6086449809372,4
"1694",60,4,60004,2018,2019,4,1,NA,2,22,7,635987.4375,235253.484375,400733.9375,13.3272911701351,12.6086449809372,4
"1695",60,5,60005,2018,2019,4,1,NA,2,22,8,357891.65625,117724.7578125,240166.90625,13.3272911701351,12.6086449809372,4
"1696",60,6,60006,2018,2019,4,1,NA,2,22,3,393418.71875,167245,226173.71875,13.3272911701351,12.6086449809372,4
"1697",60,7,60007,2018,2019,4,1,NA,2,22,4,514954.8125,252731.328125,262223.46875,13.3272911701351,12.6086449809372,4
"1698",60,8,60008,2018,2019,4,1,NA,2,22,8,212646.34375,125303.421875,87342.921875,13.3272911701351,12.6086449809372,4
"1699",60,9,60009,2018,2019,4,1,NA,2,22,5,178634.9375,104565.4921875,74069.4453125,13.3272911701351,12.6086449809372,4
"1700",60,1,60010,2011,2011,11,2,2,3,NA,6,102929.734375,98813.328125,25882.65234375,13.1517754009,2.6340096175,2
"1701",60,1,60010,2011,2011,8,1,1,3,NA,6,143689.28125,164240.3125,9834.5166015625,13.1517754009,2.6340096175,2
"1702",60,1,60010,2014,2015,2,2,3,3,NA,7,175637.625,170598.078125,42181.12890625,13.1517754009,2.6340096175,2
"1703",60,1,60010,2014,2014,10,1,2,3,NA,7,98648.9921875,103600.2890625,15909.716796875,13.1517754009,2.6340096175,2
"1704",60,10,60010,2018,2019,4,1,NA,2,22,7,356529.5,221290,135239.5,13.3272911701351,12.6086449809372,4
"1705",60,12,60012,2018,2019,4,1,NA,2,22,4,501512.125,390719.84375,110792.28125,13.3272911701351,12.6086449809372,4
"1706",60,15,60015,2018,2019,4,1,NA,2,22,3,311390.25,220845.765625,90544.484375,13.3272911701351,12.6086449809372,4
"1707",60,2,60020,2011,2011,11,2,2,3,NA,3,93299.9921875,91678.6015625,21351.263671875,13.1517754009,2.6340096175,2
"1708",60,2,60020,2011,2011,8,1,1,3,NA,3,68013.09375,71591.9296875,10803.6904296875,13.1517754009,2.6340096175,2
"1709",60,2,60020,2014,2015,2,2,3,3,NA,4,135099.609375,154384.21875,9284.505859375,13.1517754009,2.6340096175,2
"1710",60,2,60020,2014,2014,10,1,2,3,NA,4,119589.1171875,128577.3125,16300.9580078125,13.1517754009,2.6340096175,2
"1711",60,3,60030,2011,2011,8,1,1,3,NA,2,230525,269259.375,10014.0732421875,13.1517754009,2.6340096175,2
"1712",60,3,60030,2011,2011,11,2,2,3,NA,2,118070.8203125,113038.0625,30000.84375,13.1517754009,2.6340096175,2
"1713",60,3,60030,2014,2014,10,1,2,3,NA,2,319914.5,305588.3125,81977.5546875,13.1517754009,2.6340096175,2
"1714",60,3,60030,2014,2015,2,2,3,3,NA,2,349850.5,349088.9375,74743.4140625,13.1517754009,2.6340096175,2
"1715",60,4,60040,2011,2011,8,1,1,3,NA,8,97791.0703125,98504.7109375,19965.94921875,13.1517754009,2.6340096175,2
"1716",60,4,60040,2011,2011,11,2,2,3,NA,8,69484.3125,65562.7734375,18615.18359375,13.1517754009,2.6340096175,2
"1717",60,4,60040,2014,2014,10,1,2,3,NA,5,116623.0390625,129837.0234375,11447.951171875,13.1517754009,2.6340096175,2
"1718",60,4,60040,2014,2015,2,2,3,3,NA,5,182965.78125,173219.59375,48437.43359375,13.1517754009,2.6340096175,2
"1719",60,5,60050,2011,2011,8,1,1,3,NA,6,69016.671875,79751.3125,3860.10913085938,13.1517754009,2.6340096175,2
"1720",60,5,60050,2011,2011,11,2,2,3,NA,6,63473.1484375,68914.8671875,7980.763671875,13.1517754009,2.6340096175,2
"1721",60,5,60050,2014,2014,10,1,2,3,NA,7,84298.2734375,95781.40625,6343.1787109375,13.1517754009,2.6340096175,2
"1722",60,5,60050,2014,2015,2,2,3,3,NA,7,166374.265625,199165.53125,2391.40966796875,13.1517754009,2.6340096175,2
"1723",60,6,60060,2011,2011,8,1,1,3,NA,8,70263.84375,64432.7421875,20689.5859375,13.1517754009,2.6340096175,2
"1724",60,6,60060,2011,2011,11,2,2,3,NA,8,80522.3125,78920.78125,18629.345703125,13.1517754009,2.6340096175,2
"1725",60,6,60060,2014,2015,2,2,3,3,NA,4,64602.7421875,70140.8984375,8123.20068359375,13.1517754009,2.6340096175,2
"1726",60,6,60060,2014,2014,10,1,2,3,NA,4,87219.5546875,85899.203125,19764.416015625,13.1517754009,2.6340096175,2
"1727",60,7,60070,2011,2011,11,2,2,3,NA,4,246255.03125,230997.359375,67332.515625,13.1517754009,2.6340096175,2
"1728",60,7,60070,2011,2011,8,1,1,3,NA,4,283438.40625,330059.875,13316.40234375,13.1517754009,2.6340096175,2
"1729",60,7,60070,2014,2014,10,1,2,3,NA,3,175923.28125,177981.109375,35144.14453125,13.1517754009,2.6340096175,2
"1730",60,7,60070,2014,2015,2,2,3,3,NA,3,149377.59375,154796.546875,26169.486328125,13.1517754009,2.6340096175,2
"1731",60,8,60080,2011,2011,8,1,1,3,NA,2,579583.9375,652855.3125,49291.56640625,13.1517754009,2.6340096175,2
"1732",60,8,60080,2011,2011,11,2,2,3,NA,2,545267.875,504138.78125,156435.3125,13.1517754009,2.6340096175,2
"1733",60,8,60080,2014,2015,2,2,3,3,NA,1,193505.6875,173620.375,60805.38671875,13.1517754009,2.6340096175,2
"1734",60,9,60090,2011,2011,11,2,2,3,NA,8,200423.171875,219803.828125,23002.24609375,13.1517754009,2.6340096175,2
"1735",60,9,60090,2014,2014,10,1,2,3,NA,8,204151.953125,232611.984375,14711.3701171875,13.1517754009,2.6340096175,2
"1736",60,9,60090,2014,2015,2,2,3,3,NA,8,117663.6953125,126643.2890625,15902.3994140625,13.1517754009,2.6340096175,2
"1737",60,10,60100,2011,2011,8,1,1,3,NA,6,235899.78125,241664.34375,44120.4765625,13.1517754009,2.6340096175,2
"1738",60,10,60100,2011,2011,11,2,2,3,NA,6,96540.453125,84553.2421875,32402.333984375,13.1517754009,2.6340096175,2
"1739",60,10,60100,2014,2014,10,1,2,3,NA,4,200503.53125,214367.90625,28535.529296875,13.1517754009,2.6340096175,2
"1740",60,10,60100,2014,2015,2,2,3,3,NA,4,379060.625,385341.96875,73877.4765625,13.1517754009,2.6340096175,2
"1741",60,11,60110,2011,2011,11,2,2,3,NA,8,135133,147487.671875,16221.5,13.1517754009,2.6340096175,2
"1742",60,11,60110,2011,2011,8,1,1,3,NA,8,185890.625,211025.125,14175.24609375,13.1517754009,2.6340096175,2
"1743",60,11,60110,2014,2014,10,1,2,3,NA,6,87179.4375,70189.0234375,35426,13.1517754009,2.6340096175,2
"1744",60,11,60110,2014,2015,2,2,3,3,NA,6,94858.015625,105932.96875,8984.392578125,13.1517754009,2.6340096175,2
"1745",60,12,60120,2011,2011,11,2,2,3,NA,6,125088.6953125,134914.125,16626.7109375,13.1517754009,2.6340096175,2
"1746",60,12,60120,2011,2011,8,1,1,3,NA,6,243888.6875,260310.375,35152.734375,13.1517754009,2.6340096175,2
"1747",60,12,60120,2014,2014,10,1,2,3,NA,6,132998,142911.9375,18210.755859375,13.1517754009,2.6340096175,2
"1748",60,12,60120,2014,2015,2,2,3,3,NA,6,111506.265625,129601.90625,5484.267578125,13.1517754009,2.6340096175,2
"1749",60,13,60130,2011,2011,11,2,2,3,NA,10,114050.625,113868.5703125,24300.0078125,13.1517754009,2.6340096175,2
"1750",60,13,60130,2011,2011,8,1,1,3,NA,10,201169.640625,225040.8125,18669.572265625,13.1517754009,2.6340096175,2
"1751",60,13,60130,2014,2015,2,2,3,3,NA,8,173675.328125,204361.140625,6040.80029296875,13.1517754009,2.6340096175,2
"1752",60,13,60130,2014,2014,10,1,2,3,NA,8,233700.5,256092.78125,27027.68359375,13.1517754009,2.6340096175,2
"1753",60,14,60140,2011,2011,8,1,1,3,NA,9,142877.765625,165468.609375,7623.1083984375,13.1517754009,2.6340096175,2
"1754",60,14,60140,2011,2011,11,2,2,3,NA,9,79116.1640625,85171.71875,10674.9072265625,13.1517754009,2.6340096175,2
"1755",60,14,60140,2014,2015,2,2,3,3,NA,8,180842.515625,197838.453125,21246.30078125,13.1517754009,2.6340096175,2
"1756",60,14,60140,2014,2014,10,1,2,3,NA,8,32397.24609375,25085.607421875,14162.58984375,13.1517754009,2.6340096175,2
"1757",60,15,60150,2011,2011,11,2,2,3,NA,11,97527.3125,91777.8984375,26373.236328125,13.1517754009,2.6340096175,2
"1758",60,15,60150,2011,2011,8,1,1,3,NA,11,90467.203125,96907.53125,12690.509765625,13.1517754009,2.6340096175,2
"1759",60,15,60150,2014,2014,10,1,2,3,NA,10,134617.40625,109464.4609375,53620.09375,13.1517754009,2.6340096175,2
"1760",60,15,60150,2014,2015,2,2,3,3,NA,10,175514.359375,197837.75,14792.1025390625,13.1517754009,2.6340096175,2
"1761",60,16,60160,2011,2011,8,1,1,3,NA,5,161394.28125,167082.9375,28440.91796875,13.1517754009,2.6340096175,2
"1762",60,16,60160,2011,2011,11,2,2,3,NA,5,113187.09375,125637.109375,11485.328125,13.1517754009,2.6340096175,2
"1763",60,16,60160,2014,2015,2,2,3,3,NA,5,126409.8046875,142360.046875,10781.271484375,13.1517754009,2.6340096175,2
"1764",60,16,60160,2014,2014,10,1,2,3,NA,5,162562.5,188927.546875,8011.56591796875,13.1517754009,2.6340096175,2
"1765",60,17,60170,2011,2011,8,1,1,3,NA,6,131715.46875,143710.28125,15858.6806640625,13.1517754009,2.6340096175,2
"1766",60,17,60170,2014,2014,10,1,2,3,NA,7,69709.828125,77754.5234375,6696.6357421875,13.1517754009,2.6340096175,2
"1767",60,17,60170,2014,2015,2,2,3,3,NA,7,44235.46875,51213.9921875,2375.8193359375,13.1517754009,2.6340096175,2
"1768",60,18,60180,2011,2011,11,2,2,3,NA,7,102705.25,107912.96875,16511.060546875,13.1517754009,2.6340096175,2
"1769",60,18,60180,2011,2011,8,1,1,3,NA,7,130708.671875,150252.8125,8096.43212890625,13.1517754009,2.6340096175,2
"1770",60,18,60180,2014,2014,10,1,2,3,NA,6,75340.4375,77283.9453125,13988.5146484375,13.1517754009,2.6340096175,2
"1771",60,18,60180,2014,2015,2,2,3,3,NA,6,70260.3125,76779.75,8338.30078125,13.1517754009,2.6340096175,2
"1772",61,1,61001,2018,2018,10,1,NA,2,22,8,312721.21875,182555.453125,130165.765625,13.3109083632007,12.6117719337344,4
"1773",61,2,61002,2018,2018,10,1,NA,2,22,4,642645.9375,241410.796875,401235.125,13.3109083632007,12.6117719337344,4
"1774",61,3,61003,2018,2018,10,1,NA,2,22,5,578626.625,356894.65625,221731.953125,13.3109083632007,12.6117719337344,4
"1775",61,4,61004,2018,2018,10,1,NA,2,22,5,705504.375,319284.71875,386219.65625,13.3109083632007,12.6117719337344,4
"1776",61,5,61005,2018,2018,10,1,NA,2,22,8,589841.875,372688.59375,217153.265625,13.3109083632007,12.6117719337344,4
"1777",61,6,61006,2018,2018,10,1,NA,2,22,6,639850.3125,210804.828125,429045.46875,13.3109083632007,12.6117719337344,4
"1778",61,7,61007,2018,2018,10,1,NA,2,22,8,320206.625,214079.5625,106127.0625,13.3109083632007,12.6117719337344,4
"1779",61,8,61008,2018,2018,10,1,NA,2,22,10,785752.5625,363299.875,422452.6875,13.3109083632007,12.6117719337344,4
"1780",61,9,61009,2018,2018,10,1,NA,2,22,8,684356.3125,146100.84375,538255.4375,13.3109083632007,12.6117719337344,4
"1781",61,1,61010,2011,2011,11,2,2,3,NA,4,256240.78125,271490,38937.26171875,13.1715785527,2.84893258027,2
"1782",61,1,61010,2014,2014,10,1,2,3,NA,4,174986.171875,179737.953125,32252.03125,13.1715785527,2.84893258027,2
"1783",61,1,61010,2014,2015,2,2,3,3,NA,4,330067.21875,325251.46875,74614.1171875,13.1715785527,2.84893258027,2
"1784",61,10,61010,2018,2018,10,1,NA,2,22,5,875680.25,605480.625,270199.65625,13.3109083632007,12.6117719337344,4
"1785",61,11,61011,2018,2018,10,1,NA,2,22,5,733912.375,423934.4375,309977.9375,13.3109083632007,12.6117719337344,4
"1786",61,12,61012,2018,2018,10,1,NA,2,22,9,439911.1875,330135.25,109775.953125,13.3109083632007,12.6117719337344,4
"1787",61,2,61020,2011,2011,8,1,1,3,NA,10,223418.21875,252361.578125,18302.23828125,13.1715785527,2.84893258027,2
"1788",61,2,61020,2014,2015,2,2,3,3,NA,7,295436.5,322623.375,35288.203125,13.1715785527,2.84893258027,2
"1789",61,2,61020,2014,2014,10,1,2,3,NA,7,106048.09375,116414.59375,12059.1806640625,13.1715785527,2.84893258027,2
"1790",61,3,61030,2011,2011,11,2,2,3,NA,6,255657.328125,280430.53125,29289.908203125,13.1715785527,2.84893258027,2
"1791",61,3,61030,2011,2011,8,1,1,3,NA,6,205836.3125,236885.078125,12478.83203125,13.1715785527,2.84893258027,2
"1792",61,3,61030,2014,2015,2,2,3,3,NA,6,152365.796875,156157.3125,28428.830078125,13.1715785527,2.84893258027,2
"1793",61,3,61030,2014,2014,10,1,2,3,NA,6,197827.734375,205499.265625,34162.5234375,13.1715785527,2.84893258027,2
"1794",61,5,61050,2011,2011,11,2,2,3,NA,9,62799.32421875,68708.546875,7370.7685546875,13.1715785527,2.84893258027,2
"1795",61,5,61050,2011,2011,8,1,1,3,NA,9,70206.515625,82195.359375,2857.52392578125,13.1715785527,2.84893258027,2
"1796",61,5,61050,2014,2014,10,1,2,3,NA,5,70213.4453125,70645.1171875,14416.154296875,13.1715785527,2.84893258027,2
"1797",61,5,61050,2014,2015,2,2,3,3,NA,5,133348.765625,146054.71875,15492.9189453125,13.1715785527,2.84893258027,2
"1798",61,6,61060,2011,2011,8,1,1,3,NA,7,287122.46875,323742.96875,24096.451171875,13.1715785527,2.84893258027,2
"1799",61,6,61060,2011,2011,11,2,2,3,NA,7,88194.140625,83606.6171875,23237.68359375,13.1715785527,2.84893258027,2
"1800",61,6,61060,2014,2014,10,1,2,3,NA,6,104708.7421875,113518.7109375,13332.4775390625,13.1715785527,2.84893258027,2
"1801",61,6,61060,2014,2015,2,2,3,3,NA,6,177161.34375,200225.28125,14399.8603515625,13.1715785527,2.84893258027,2
"1802",61,7,61070,2011,2011,8,1,1,3,NA,12,195289,228199.296875,8386.8857421875,13.1715785527,2.84893258027,2
"1803",61,7,61070,2014,2015,2,2,3,3,NA,8,127922.3203125,134552.390625,20421.287109375,13.1715785527,2.84893258027,2
"1804",61,7,61070,2014,2014,10,1,2,3,NA,8,67730.3203125,74876.734375,7176.31640625,13.1715785527,2.84893258027,2
"1805",61,8,61080,2011,2011,8,1,1,3,NA,6,119725,138446.171875,6596.72607421875,13.1715785527,2.84893258027,2
"1806",61,8,61080,2011,2011,11,2,2,3,NA,6,86787.2109375,92239.90625,12899.9345703125,13.1715785527,2.84893258027,2
"1807",61,8,61080,2014,2015,2,2,3,3,NA,5,52183.1328125,46241.03515625,16977.109375,13.1715785527,2.84893258027,2
"1808",61,8,61080,2014,2014,10,1,2,3,NA,5,123933.421875,131357.359375,18783.90234375,13.1715785527,2.84893258027,2
"1809",61,9,61090,2011,2011,11,2,2,3,NA,3,215944.03125,234339.40625,27269.6640625,13.1715785527,2.84893258027,2
"1810",61,9,61090,2011,2011,8,1,1,3,NA,3,415583.3125,481666.3125,21799.1953125,13.1715785527,2.84893258027,2
"1811",61,9,61090,2014,2014,10,1,2,3,NA,3,177461.203125,200123.78125,14864.619140625,13.1715785527,2.84893258027,2
"1812",61,9,61090,2014,2015,2,2,3,3,NA,3,263422.96875,310698.1875,8430.03515625,13.1715785527,2.84893258027,2
"1813",61,10,61100,2011,2011,8,1,1,3,NA,10,82652.5,93806.484375,6324.29052734375,13.1715785527,2.84893258027,2
"1814",61,10,61100,2011,2011,11,2,2,3,NA,10,111910.7578125,123392.859375,12183.3359375,13.1715785527,2.84893258027,2
"1815",61,10,61100,2014,2015,2,2,3,3,NA,9,164519.671875,188008.953125,11301.203125,13.1715785527,2.84893258027,2
"1816",61,10,61100,2014,2014,10,1,2,3,NA,9,128385.7890625,139702.328125,15832.822265625,13.1715785527,2.84893258027,2
"1817",61,11,61110,2011,2011,8,1,1,3,NA,6,457425.59375,532201.8125,21954.234375,13.1715785527,2.84893258027,2
"1818",61,11,61110,2011,2011,11,2,2,3,NA,6,205673.515625,227003.546875,22163.138671875,13.1715785527,2.84893258027,2
"1819",61,11,61110,2014,2015,2,2,3,3,NA,4,61522.32421875,72305.7421875,2226.52587890625,13.1715785527,2.84893258027,2
"1820",61,11,61110,2014,2014,10,1,2,3,NA,4,122825.96875,138350.921875,10448.69140625,13.1715785527,2.84893258027,2
"1821",61,12,61120,2011,2011,11,2,2,3,NA,5,243418.84375,284529.21875,10364.6806640625,13.1715785527,2.84893258027,2
"1822",61,12,61120,2011,2011,8,1,1,3,NA,5,176474.28125,202773.609375,11019.158203125,13.1715785527,2.84893258027,2
"1823",61,12,61120,2014,2014,10,1,2,3,NA,5,78261.21875,87571.5703125,7239.31640625,13.1715785527,2.84893258027,2
"1824",61,12,61120,2014,2015,2,2,3,3,NA,5,95141.0546875,111186.3203125,4073.93725585938,13.1715785527,2.84893258027,2
"1825",61,13,61130,2011,2011,11,2,2,3,NA,3,98677.40625,106022.875,13521.5478515625,13.1715785527,2.84893258027,2
"1826",61,13,61130,2011,2011,8,1,1,3,NA,3,198678.859375,209116.875,31576.0234375,13.1715785527,2.84893258027,2
"1827",61,13,61130,2014,2015,2,2,3,3,NA,4,391553.28125,434081.90625,40272.00390625,13.1715785527,2.84893258027,2
"1828",61,14,61140,2011,2011,11,2,2,3,NA,15,141768.5,158069.75,13678.1142578125,13.1715785527,2.84893258027,2
"1829",61,14,61140,2011,2011,8,1,1,3,NA,15,128153.5703125,138551.453125,16702.380859375,13.1715785527,2.84893258027,2
