"admin1Name","admin1Pcod","admin2Name","admin2Pcod","year","peak_ndvi","mean_ndvi","standardDeviation_ndvi","baselineMean_ndvi","baselineSD_ndvi","zscore_ndvi"
"Tillabéri","NE06","Ouallam","NE0609",1999,0.264494702297234,0.157685201289225,0.0384671974485781,0.241293356359588,0.143935880925944,0.161192232182764
"Tillabéri","NE06","Say","NE0610",1999,0.491227816901408,0.207861872013614,0.0755095387708801,0.461539854868698,0.0403614655649273,0.73555213164776
"Tillabéri","NE06","Téra","NE0611",1999,0.316035483870968,0.174893969033734,0.0459262072781971,0.269247790585431,0.0338958689098354,1.38033615276228
"Tillabéri","NE06","Tillabéri","NE0612",1999,0.267834672619048,0.1591452362769,0.0394630474652375,0.234733065177059,0.0519144039815274,0.637618943940243
"Tillabéri","NE06","Torodi","NE0613",1999,0.451947806004619,0.203649427510621,0.0677497743094806,0.387322508496717,0.0437378629688388,1.47755955872705
"Zinder","NE07","Belbedji","NE0701",1999,0.321824468085106,0.16403454557588,0.0449665242714066,0.266985845352453,0.0968531521573991,0.566203799371788
"Zinder","NE07","Damagaram Takaya","NE0702",1999,0.3431,0.175058442265492,0.0500192728677465,0.292161090009666,0.0491262016245894,1.03689901327191
"Zinder","NE07","Dungass","NE0703",1999,0.36818,0.192368060629822,0.0548063621601189,0.342014675448971,0.0356319634849434,0.734321715447563
"Zinder","NE07","Gouré","NE0704",1999,0.378359682108936,0.178889874881139,0.0519901982183115,0.317484197746072,0.055625156688351,1.09438764737202
"Zinder","NE07","Kantché","NE0705",1999,0.3503,0.187802503999732,0.0555965532128614,0.328821414248232,0.0430973907127436,0.498373228554111
"Zinder","NE07","Magaria","NE0706",1999,0.37388,0.193964651743916,0.0585789189363872,0.347248067651263,0.0350037908370733,0.760829947610448
"Zinder","NE07","Mirriah","NE0707",1999,0.336234554140127,0.181420607181374,0.0509144108544337,0.309012090869601,0.0348154801132802,0.781906875388534
"Zinder","NE07","Takeita","NE0708",1999,0.325866841415465,0.177404249273439,0.0536233040751709,0.279014993812186,0.0383712155061889,1.22101546654737
