"adm_03","rowcacode3","year","AnnualPrecip","baselineMean_precip","baselineSD_precip","zscore_precip"
"Gougaram","NER001002003",2004,44.0754507657136,52.2084544860799,17.2618985545812,-0.471153488398167
"Gougaram","NER001002003",2005,38.23200477777,52.2084544860799,17.2618985545812,-0.809670481153456
"Gougaram","NER001002003",2006,49.6478730127529,52.2084544860799,17.2618985545812,-0.148337186968776
"Gougaram","NER001002003",2007,61.0937022116078,52.2084544860799,17.2618985545812,0.51473177747125
"Gougaram","NER001002003",2008,49.6163267256657,52.2084544860799,17.2618985545812,-0.150164696670996
"Gougaram","NER001002003",2009,45.6798580090067,52.2084544860799,17.2618985545812,-0.378208483639856
"Gougaram","NER001002003",2010,70.0477021210713,52.2084544860799,17.2618985545812,1.03344644151307
"Gougaram","NER001002003",2011,51.6512656457774,52.2084544860799,17.2618985545812,-0.0322785375282244
"Gougaram","NER001002003",2012,57.1725261727083,52.2084544860799,17.2618985545812,0.287573911463582
"Gougaram","NER001002003",2013,44.7933692395311,52.2084544860799,17.2618985545812,-0.429563713580092
"Gougaram","NER001002003",2014,43.27747112076,52.2084544860799,17.2618985545812,-0.517381291349881
"Gougaram","NER001002003",2015,67.8486422141058,52.2084544860799,17.2618985545812,0.906052580402585
"Gougaram","NER001002003",2016,48.7693535155988,52.2084544860799,17.2618985545812,-0.199230748553341
"Gougaram","NER001002003",2017,45.2327662063802,52.2084544860799,17.2618985545812,-0.404108983588502
"Gougaram","NER001002003",2018,80.9630646390822,52.2084544860799,17.2618985545812,1.66578491132258
"Gougaram","NER001002003",2019,63.5011456213019,52.2084544860799,17.2618985545812,0.654197514804941
"Gougaram","NER001002003",2020,77.2838295360958,52.2084544860799,17.2618985545812,1.45264293905615
"Gougaram","NER001002003",2021,42.962859176753,52.2084544860799,17.2618985545812,-0.535607093280773
"Dannet","NER001002002",1981,72.1085576701793,70.7974117789322,26.658222144504,0.0491835458546288
"Dannet","NER001002002",1982,54.3533734322716,70.7974117789322,26.658222144504,-0.616846774609489
"Dannet","NER001002002",1983,46.5792655095414,70.7974117789322,26.658222144504,-0.908468169336783
"Dannet","NER001002002",1984,27.517635368666,70.7974117789322,26.658222144504,-1.6235057302645
"Dannet","NER001002002",1985,59.8448678251976,70.7974117789322,26.658222144504,-0.410850502121449
"Dannet","NER001002002",1986,72.7520941661067,70.7974117789322,26.658222144504,0.0733238089389062
"Dannet","NER001002002",1987,40.7517878812131,70.7974117789322,26.658222144504,-1.12706780425391
"Dannet","NER001002002",1988,95.8027377307325,70.7974117789322,26.658222144504,0.937996758233017
"Dannet","NER001002002",1989,88.2333952029193,70.7974117789322,26.658222144504,0.654056498196817
"Dannet","NER001002002",1990,37.5692466437843,70.7974117789322,26.658222144504,-1.2464509056542
"Dannet","NER001002002",1991,67.1749143567396,70.7974117789322,26.658222144504,-0.135886684511685
"Dannet","NER001002002",1992,69.4470363742247,70.7974117789322,26.658222144504,-0.0506551186117234
"Dannet","NER001002002",1993,45.7534958778153,70.7974117789322,26.658222144504,-0.939444339737415
"Dannet","NER001002002",1994,106.968479756057,70.7974117789322,26.658222144504,1.35684472059148
"Dannet","NER001002002",1995,43.1340501101326,70.7974117789322,26.658222144504,-1.0377046720838
"Dannet","NER001002002",1996,38.218647527647,70.7974117789322,26.658222144504,-1.22209065836004
"Dannet","NER001002002",1997,125.096760550129,70.7974117789322,26.658222144504,2.0368705938776
"Dannet","NER001002002",1998,112.809491862491,70.7974117789322,26.658222144504,1.57595205921188
"Dannet","NER001002002",1999,132.077654091463,70.7974117789322,26.658222144504,2.29873702681123
"Dannet","NER001002002",2000,60.7024021206057,70.7974117789322,26.658222144504,-0.378682779504399
"Dannet","NER001002002",2001,75.2135655844463,70.7974117789322,26.658222144504,0.165658226628011
"Dannet","NER001002002",2002,76.6053480588871,70.7974117789322,26.658222144504,0.217866602223971
"Dannet","NER001002002",2003,105.895538432632,70.7974117789322,26.658222144504,1.31659667563151
"Dannet","NER001002002",2004,60.2150220330709,70.7974117789322,26.658222144504,-0.396965322312128
"Dannet","NER001002002",2005,53.1610848811956,70.7974117789322,26.658222144504,-0.661571758316696
"Dannet","NER001002002",2006,62.8901042225633,70.7974117789322,26.658222144504,-0.296617963250003
"Dannet","NER001002002",2007,70.2376514074833,70.7974117789322,26.658222144504,-0.0209976632505595
"Dannet","NER001002002",2008,65.7338701153903,70.7974117789322,26.658222144504,-0.189942961540884
"Dannet","NER001002002",2009,61.9042314835348,70.7974117789322,26.658222144504,-0.333599902018629
"Dannet","NER001002002",2010,95.1700430908452,70.7974117789322,26.658222144504,0.914263193539253
"Dannet","NER001002002",2011,56.3944736840582,70.7974117789322,26.658222144504,-0.540281269200969
"Dannet","NER001002002",2012,85.1761549113789,70.7974117789322,26.658222144504,0.53937367070111
"Dannet","NER001002002",2013,53.3743331783937,70.7974117789322,26.658222144504,-0.653572414022762
"Dannet","NER001002002",2014,47.1788893291962,70.7974117789322,26.658222144504,-0.885975153245743
"Dannet","NER001002002",2015,72.1776799561876,70.7974117789322,26.658222144504,0.0517764526746575
"Dannet","NER001002002",2016,58.3144161868185,70.7974117789322,26.658222144504,-0.468260618598202
"Dannet","NER001002002",2017,53.576802147879,70.7974117789322,26.658222144504,-0.6459774225643
"Dannet","NER001002002",2018,93.2403856952624,70.7974117789322,26.658222144504,0.841878119053682
"Dannet","NER001002002",2019,86.6924717975698,70.7974117789322,26.658222144504,0.596253566065908
"Dannet","NER001002002",2020,92.3949443901605,70.7974117789322,26.658222144504,0.810164027224186
"Dannet","NER001002002",2021,67.2242904596351,70.7974117789322,26.658222144504,-0.134034494120748
"Arlit","NER001002001",1981,45.4690722565621,39.8446149605044,16.8281376058555,0.334229338254317
"Arlit","NER001002001",1982,24.691301327006,39.8446149605044,16.8281376058555,-0.900474787431363
"Arlit","NER001002001",1983,24.7057487408107,39.8446149605044,16.8281376058555,-0.899616260234645
"Arlit","NER001002001",1984,19.7331583437362,39.8446149605044,16.8281376058555,-1.19510887584912
"Arlit","NER001002001",1985,25.9651459780337,39.8446149605044,16.8281376058555,-0.824777483257636
"Arlit","NER001002001",1986,42.3726869338012,39.8446149605044,16.8281376058555,0.150228862664941
"Arlit","NER001002001",1987,23.3891648063049,39.8446149605044,16.8281376058555,-0.977853315655895
"Arlit","NER001002001",1988,47.537103544745,39.8446149605044,16.8281376058555,0.457120613368644
"Arlit","NER001002001",1989,37.1252030422121,39.8446149605044,16.8281376058555,-0.161599101575331
"Arlit","NER001002001",1990,17.0519247003453,39.8446149605044,16.8281376058555,-1.35443926083824
"Arlit","NER001002001",1991,33.0236774050417,39.8446149605044,16.8281376058555,-0.405329318978784
"Arlit","NER001002001",1992,37.9616754244326,39.8446149605044,16.8281376058555,-0.111892330581885
"Arlit","NER001002001",1993,23.5433661293389,39.8446149605044,16.8281376058555,-0.968690012701903
"Arlit","NER001002001",1994,58.698030653234,39.8446149605044,16.8281376058555,1.12035069680969
"Arlit","NER001002001",1995,29.8582671959691,39.8446149605044,16.8281376058555,-0.593431548899413
"Arlit","NER001002001",1996,18.8253822734194,39.8446149605044,16.8281376058555,-1.24905281733441
"Arlit","NER001002001",1997,79.3948092470222,39.8446149605044,16.8281376058555,2.35024191106899
"Arlit","NER001002001",1998,77.2516562136018,39.8446149605044,16.8281376058555,2.22288658015735
"Arlit","NER001002001",1999,78.1626605444001,39.8446149605044,16.8281376058555,2.2770223587049
"Arlit","NER001002001",2000,38.9810683567669,39.8446149605044,16.8281376058555,-0.0513156371764529
"Arlit","NER001002001",2001,43.1207378625048,39.8446149605044,16.8281376058555,0.194681252241508
"Arlit","NER001002001",2002,43.3732511649894,39.8446149605044,16.8281376058555,0.209686674017756
"Arlit","NER001002001",2003,55.6837172395945,39.8446149605044,16.8281376058555,0.941227285518437
"Arlit","NER001002001",2004,33.4016596513766,39.8446149605044,16.8281376058555,-0.382867995260861
"Arlit","NER001002001",2005,29.7874050933137,39.8446149605044,16.8281376058555,-0.597642478493352
"Arlit","NER001002001",2006,43.1808997087845,39.8446149605044,16.8281376058555,0.198256326779692
"Arlit","NER001002001",2007,40.3924685935794,39.8446149605044,16.8281376058555,0.032555808961553
"Arlit","NER001002001",2008,37.2272016399513,39.8446149605044,16.8281376058555,-0.155537908107093
"Arlit","NER001002001",2009,33.6373807272939,39.8446149605044,16.8281376058555,-0.36886043949692
"Arlit","NER001002001",2010,51.7926240169602,39.8446149605044,16.8281376058555,0.71000186332553
"Arlit","NER001002001",2011,32.2480703706451,39.8446149605044,16.8281376058555,-0.451419210359679
"Arlit","NER001002001",2012,37.2432900897585,39.8446149605044,16.8281376058555,-0.15458186352367
"Arlit","NER001002001",2013,31.558599089227,39.8446149605044,16.8281376058555,-0.492390546437782
"Arlit","NER001002001",2014,28.2650948952738,39.8446149605044,16.8281376058555,-0.688104669479375
"Arlit","NER001002001",2015,38.8479617037606,39.8446149605044,16.8281376058555,-0.0592254045032897
"Arlit","NER001002001",2016,30.7912931015929,39.8446149605044,16.8281376058555,-0.537987154072314
"Arlit","NER001002001",2017,30.8979883614523,39.8446149605044,16.8281376058555,-0.531646864828288
"Arlit","NER001002001",2018,54.1587496596871,39.8446149605044,16.8281376058555,0.850607181522095
"Arlit","NER001002001",2019,44.5423526016251,39.8446149605044,16.8281376058555,0.279159687848408
"Arlit","NER001002001",2020,55.8030651723701,39.8446149605044,16.8281376058555,0.94831945076993
"Arlit","NER001002001",2021,33.7904822973972,39.8446149605044,16.8281376058555,-0.35976248857156
"Djado","NER001003003",1981,4.88618964418672,4.99055497517086,0.295055404226459,-0.353714351573242
"Djado","NER001003003",1982,4.87617608279257,4.99055497517086,0.295055404226459,-0.387652253576419
"Djado","NER001003003",1983,4.89265728359131,4.99055497517086,0.295055404226459,-0.331794267033375
"Djado","NER001003003",1984,4.80890696632418,4.99055497517086,0.295055404226459,-0.615640338203273
"Djado","NER001003003",1985,4.88332520171202,4.99055497517086,0.295055404226459,-0.363422502766768
"Djado","NER001003003",1986,4.94722571409034,4.99055497517086,0.295055404226459,-0.146851270845595
"Djado","NER001003003",1987,4.93356333969613,4.99055497517086,0.295055404226459,-0.193155707905595
"Djado","NER001003003",1988,5.11301073666718,4.99055497517086,0.295055404226459,0.415026329774771
"Djado","NER001003003",1989,5.15906071600659,4.99055497517086,0.295055404226459,0.571098642566815
"Djado","NER001003003",1990,4.99485949728111,4.99055497517086,0.295055404226459,0.0145888604261637
"Djado","NER001003003",1991,4.94713067498473,4.99055497517086,0.295055404226459,-0.147173376810268
"Djado","NER001003003",1992,5.07382380057577,4.99055497517086,0.295055404226459,0.282214201848684
"Djado","NER001003003",1993,5.25633894376215,4.99055497517086,0.295055404226459,0.900793426536586
"Djado","NER001003003",1994,5.04351663099511,4.99055497517086,0.295055404226459,0.179497325131511
"Djado","NER001003003",1995,5.17594270202001,4.99055497517086,0.295055404226459,0.628314967947042
"Djado","NER001003003",1996,4.85276893611888,4.99055497517086,0.295055404226459,-0.46698361419007
"Djado","NER001003003",1997,5.4418417866076,4.99055497517086,0.295055404226459,1.52949854492538
"Djado","NER001003003",1998,5.37585032946027,4.99055497517086,0.295055404226459,1.30584069557896
"Djado","NER001003003",1999,5.71479766382619,4.99055497517086,0.295055404226459,2.45459896101228
"Djado","NER001003003",2000,4.48249335728902,4.99055497517086,0.295055404226459,-1.72191937718889
"Djado","NER001003003",2001,4.36977891540709,4.99055497517086,0.295055404226459,-2.10393048516176
"Djado","NER001003003",2002,4.59129685176553,4.99055497517086,0.295055404226459,-1.35316322862161
"Djado","NER001003003",2003,5.30120854765434,4.99055497517086,0.295055404226459,1.05286521796782
"Djado","NER001003003",2004,4.72913786728846,4.99055497517086,0.295055404226459,-0.88599328850714
"Djado","NER001003003",2005,4.95411526126219,4.99055497517086,0.295055404226459,-0.123501259040497
"Djado","NER001003003",2006,4.83716693012079,4.99055497517086,0.295055404226459,-0.519861839006813
"Djado","NER001003003",2007,5.46723670239118,4.99055497517086,0.295055404226459,1.61556684064142
"Djado","NER001003003",2008,4.7864887412518,4.99055497517086,0.295055404226459,-0.691620051678295
"Djado","NER001003003",2009,4.67425203616548,4.99055497517086,0.295055404226459,-1.07201201697907
"Djado","NER001003003",2010,5.14648739383108,4.99055497517086,0.295055404226459,0.528485214731208
"Djado","NER001003003",2011,4.87036475927327,4.99055497517086,0.295055404226459,-0.407347956268376
"Djado","NER001003003",2012,5.30187554471785,4.99055497517086,0.295055404226459,1.05512580040069
"Djado","NER001003003",2013,4.92413939608277,4.99055497517086,0.295055404226459,-0.225095280875151
"Djado","NER001003003",2014,4.90929393487525,4.99055497517086,0.295055404226459,-0.275409428641536
"Djado","NER001003003",2015,6.40090088439503,4.99055497517086,0.295055404226459,4.77993586635584
"Djado","NER001003003",2016,5.66632263647097,4.99055497517086,0.295055404226459,2.290307690082
"Djado","NER001003003",2017,5.53511400870499,4.99055497517086,0.295055404226459,1.84561619863155
"Djado","NER001003003",2018,7.07914227599134,4.99055497517086,0.295055404226459,7.07862750826776
"Djado","NER001003003",2019,6.85595217512763,4.99055497517086,0.295055404226459,6.3221929618515
"Djado","NER001003003",2020,4.99591365502783,4.99055497517086,0.295055404226459,0.018161605516141
"Djado","NER001003003",2021,4.4637995120776,4.99055497517086,0.295055404226459,-1.785276444857
"Dirkou","NER001003002",1981,7.46246413425622,8.07725137632612,1.91512184745171,-0.321017298658016
"Dirkou","NER001003002",1982,6.76378483495616,8.07725137632612,1.91512184745171,-0.68583967287391
"Dirkou","NER001003002",1983,6.63027244771122,8.07725137632612,1.91512184745171,-0.755554499333957
"Dirkou","NER001003002",1984,6.57931349496763,8.07725137632612,1.91512184745171,-0.782163225463522
"Dirkou","NER001003002",1985,7.21494353341795,8.07725137632612,1.91512184745171,-0.450262652507237
"Dirkou","NER001003002",1986,7.13873783816147,8.07725137632612,1.91512184745171,-0.490054217392722
"Dirkou","NER001003002",1987,6.98861448914695,8.07725137632612,1.91512184745171,-0.568442623443374
"Dirkou","NER001003002",1988,10.3213030060664,8.07725137632612,1.91512184745171,1.17175397102081
"Dirkou","NER001003002",1989,8.55998876445415,8.07725137632612,1.91512184745171,0.252066148569279
"Dirkou","NER001003002",1990,6.50611107750756,8.07725137632612,1.91512184745171,-0.820386598852258
"Dirkou","NER001003002",1991,7.25303788997526,8.07725137632612,1.91512184745171,-0.430371303761985
"Dirkou","NER001003002",1992,7.36464270872849,8.07725137632612,1.91512184745171,-0.372095732992572
"Dirkou","NER001003002",1993,7.39590888902361,8.07725137632612,1.91512184745171,-0.355769784679296
"Dirkou","NER001003002",1994,8.46580322194269,8.07725137632612,1.91512184745171,0.202886226865192
"Dirkou","NER001003002",1995,8.14329382818085,8.07725137632612,1.91512184745171,0.0344847258374731
"Dirkou","NER001003002",1996,6.53166272325854,8.07725137632612,1.91512184745171,-0.807044551825338
"Dirkou","NER001003002",1997,10.4178747307894,8.07725137632612,1.91512184745171,1.22217986159874
"Dirkou","NER001003002",1998,10.5108392479858,8.07725137632612,1.91512184745171,1.27072221273952
"Dirkou","NER001003002",1999,12.7660412137778,8.07725137632612,1.91512184745171,2.44829844309418
"Dirkou","NER001003002",2000,6.40087708777723,8.07725137632612,1.91512184745171,-0.875335577618466
"Dirkou","NER001003002",2001,5.71630699253419,8.07725137632612,1.91512184745171,-1.23279069001977
"Dirkou","NER001003002",2002,6.22068063248788,8.07725137632612,1.91512184745171,-0.969426956466826
"Dirkou","NER001003002",2003,6.53145094782722,8.07725137632612,1.91512184745171,-0.807155132481914
"Dirkou","NER001003002",2004,12.2134374031432,8.07725137632612,1.91512184745171,2.15975084421954
"Dirkou","NER001003002",2005,10.0560696533976,8.07725137632612,1.91512184745171,1.03325972689648
"Dirkou","NER001003002",2006,7.25412385609505,8.07725137632612,1.91512184745171,-0.429804255706409
"Dirkou","NER001003002",2007,11.8343281563771,8.07725137632612,1.91512184745171,1.96179516465243
"Dirkou","NER001003002",2008,8.11876272266026,8.07725137632612,1.91512184745171,0.0216755640845416
"Dirkou","NER001003002",2009,8.1988216967791,8.07725137632612,1.91512184745171,0.0634791570127743
"Dirkou","NER001003002",2010,6.75804406639667,8.07725137632612,1.91512184745171,-0.688837272513395
"Dirkou","NER001003002",2011,8.18308247499043,8.07725137632612,1.91512184745171,0.055260765159737
"Dirkou","NER001003002",2012,8.10097969250423,8.07725137632612,1.91512184745171,0.0123899772798702
"Dirkou","NER001003002",2013,6.53645306085455,8.07725137632612,1.91512184745171,-0.804543229205898
"Dirkou","NER001003002",2014,7.35550818645224,8.07725137632612,1.91512184745171,-0.376865415030505
"Dirkou","NER001003002",2015,11.9372739951836,8.07725137632612,1.91512184745171,2.01554936256075
"Dirkou","NER001003002",2016,11.716350291926,8.07725137632612,1.91512184745171,1.90019184442084
"Dirkou","NER001003002",2017,9.50446010724422,8.07725137632612,1.91512184745171,0.745231293150964
"Dirkou","NER001003002",2018,13.0028535838263,8.07725137632612,1.91512184745171,2.57195238728768
"Dirkou","NER001003002",2019,16.9357461842023,8.07725137632612,1.91512184745171,4.62555153849006
"Dirkou","NER001003002",2020,9.94061864567344,8.07725137632612,1.91512184745171,0.972975830141953
"Dirkou","NER001003002",2021,7.79103997244103,8.07725137632612,1.91512184745171,-0.149448143086001
"Bilma","NER001003001",1981,6.84713912581789,7.57303082512249,1.6539467451715,-0.438884565917106
"Bilma","NER001003001",1982,6.1213984505789,7.57303082512249,1.6539467451715,-0.877677820511125
"Bilma","NER001003001",1983,6.4328671412539,7.57303082512249,1.6539467451715,-0.689359368551109
"Bilma","NER001003001",1984,5.77857914688929,7.57303082512249,1.6539467451715,-1.08495130418914
"Bilma","NER001003001",1985,6.07773361629413,7.57303082512249,1.6539467451715,-0.904078207592657
"Bilma","NER001003001",1986,6.26621055728158,7.57303082512249,1.6539467451715,-0.790122337164736
"Bilma","NER001003001",1987,5.97140985441641,7.57303082512249,1.6539467451715,-0.968363083867013
"Bilma","NER001003001",1988,12.8421601496616,7.57303082512249,1.6539467451715,3.18579140466386
"Bilma","NER001003001",1989,7.40179521248357,7.57303082512249,1.6539467451715,-0.103531515230961
"Bilma","NER001003001",1990,5.91852415643281,7.57303082512249,1.6539467451715,-1.00033853781557
"Bilma","NER001003001",1991,7.62889405577889,7.57303082512249,1.6539467451715,0.0337757130448612
"Bilma","NER001003001",1992,6.16948960605802,7.57303082512249,1.6539467451715,-0.848601215947212
"Bilma","NER001003001",1993,5.93116924463677,7.57303082512249,1.6539467451715,-0.992693135543171
"Bilma","NER001003001",1994,8.70212381058454,7.57303082512249,1.6539467451715,0.682665865003392
"Bilma","NER001003001",1995,8.242627251452,7.57303082512249,1.6539467451715,0.4048476338699
"Bilma","NER001003001",1996,6.48272340573037,7.57303082512249,1.6539467451715,-0.659215553690068
"Bilma","NER001003001",1997,9.101626167214,7.57303082512249,1.6539467451715,0.924210738074883
"Bilma","NER001003001",1998,8.3408290301097,7.57303082512249,1.6539467451715,0.464221842225999
"Bilma","NER001003001",1999,9.72019340668441,7.57303082512249,1.6539467451715,1.29820539133458
"Bilma","NER001003001",2000,7.45778035666803,7.57303082512249,1.6539467451715,-0.0696820915128767
"Bilma","NER001003001",2001,5.62340692687157,7.57303082512249,1.6539467451715,-1.17877066111265
"Bilma","NER001003001",2002,5.87302514227818,7.57303082512249,1.6539467451715,-1.02784789643758
"Bilma","NER001003001",2003,7.41074057921005,7.57303082512249,1.6539467451715,-0.0981230177974147
"Bilma","NER001003001",2004,9.578962897826,7.57303082512249,1.6539467451715,1.21281539357878
"Bilma","NER001003001",2005,8.91482515241231,7.57303082512249,1.6539467451715,0.811268156732994
"Bilma","NER001003001",2006,7.98139561657909,7.57303082512249,1.6539467451715,0.24690322868543
"Bilma","NER001003001",2007,8.58215347014236,7.57303082512249,1.6539467451715,0.610130070974703
"Bilma","NER001003001",2008,9.91925494759429,7.57303082512249,1.6539467451715,1.41856086317248
"Bilma","NER001003001",2009,7.4300438743627,7.57303082512249,1.6539467451715,-0.0864519678020034
"Bilma","NER001003001",2010,8.44184240037135,7.57303082512249,1.6539467451715,0.525295979320523
"Bilma","NER001003001",2011,6.78622646176624,7.57303082512249,1.6539467451715,-0.475713239046679
"Bilma","NER001003001",2012,7.24604825804977,7.57303082512249,1.6539467451715,-0.197698364852018
"Bilma","NER001003001",2013,6.93229328871506,7.57303082512249,1.6539467451715,-0.387399133785888
"Bilma","NER001003001",2014,6.32027590699162,7.57303082512249,1.6539467451715,-0.75743364880891
"Bilma","NER001003001",2015,7.92142505115057,7.57303082512249,1.6539467451715,0.210644161938813
"Bilma","NER001003001",2016,10.8202168410877,7.57303082512249,1.6539467451715,1.96329538749963
"Bilma","NER001003001",2017,7.34591897126322,7.57303082512249,1.6539467451715,-0.137315094649989
"Bilma","NER001003001",2018,10.2171327242772,7.57303082512249,1.6539467451715,1.59866205297955
"Bilma","NER001003001",2019,13.6002278970696,7.57303082512249,1.6539467451715,3.64413007223042
"Bilma","NER001003001",2020,11.266250276762,7.57303082512249,1.6539467451715,2.23297362047563
"Bilma","NER001003001",2021,8.78549865186881,7.57303082512249,1.6539467451715,0.733075493685619
"Fachi","NER001003004",1981,18.9406582002141,17.5434877531747,2.60873308208746,0.535574320206571
"Fachi","NER001003004",1982,15.950969904161,17.5434877531747,2.60873308208746,-0.610456416545075
"Fachi","NER001003004",1983,16.4235905011235,17.5434877531747,2.60873308208746,-0.429287787141131
