"admin2Name","admin2Pcod","year","AnnualPrecip","baselineMean_precip","baselineSD_precip","zscore_precip"
"Dungass","NE0703",2014,381.335882083426,407.342876340949,80.9005343491786,-0.321468757490181
"Dungass","NE0703",2015,445.269896833285,407.342876340949,80.9005343491786,0.468810506598604
"Dungass","NE0703",2016,407.217282623119,407.342876340949,80.9005343491786,-0.00155244608505509
"Dungass","NE0703",2017,399.035106128717,407.342876340949,80.9005343491786,-0.102691166122263
"Dungass","NE0703",2018,493.418635870039,407.342876340949,80.9005343491786,1.06397022246571
"Dungass","NE0703",2019,525.399609285731,407.342876340949,80.9005343491786,1.45928248675382
"Dungass","NE0703",2020,522.163861408045,407.342876340949,80.9005343491786,1.41928586740246
"Dungass","NE0703",2021,488.025840162471,407.342876340949,80.9005343491786,0.99731064164895
"Gouré","NE0704",1981,247.067087169392,287.188632092602,68.4814057222367,-0.585875019650503
"Gouré","NE0704",1982,248.770793882322,287.188632092602,68.4814057222367,-0.560996635584606
"Gouré","NE0704",1983,236.905668754241,287.188632092602,68.4814057222367,-0.734257172557319
"Gouré","NE0704",1984,91.5436265753124,287.188632092602,68.4814057222367,-2.85690697283337
"Gouré","NE0704",1985,245.602382564353,287.188632092602,68.4814057222367,-0.607263374483339
"Gouré","NE0704",1986,267.873798021634,287.188632092602,68.4814057222367,-0.282044941502942
"Gouré","NE0704",1987,167.843142306942,287.188632092602,68.4814057222367,-1.74274299026117
"Gouré","NE0704",1988,358.855733184725,287.188632092602,68.4814057222367,1.04651912933575
"Gouré","NE0704",1989,291.01766668959,287.188632092602,68.4814057222367,0.0559134929636113
"Gouré","NE0704",1990,234.554106601557,287.188632092602,68.4814057222367,-0.768595868264336
"Gouré","NE0704",1991,329.776076237263,287.188632092602,68.4814057222367,0.621883322859905
"Gouré","NE0704",1992,256.304471718107,287.188632092602,68.4814057222367,-0.450986074961157
"Gouré","NE0704",1993,258.491361607768,287.188632092602,68.4814057222367,-0.419052006631275
"Gouré","NE0704",1994,416.39642071215,287.188632092602,68.4814057222367,1.88675724829045
"Gouré","NE0704",1995,285.820392188933,287.188632092602,68.4814057222367,-0.0199797286466013
"Gouré","NE0704",1996,257.595823578942,287.188632092602,68.4814057222367,-0.432129104266483
