"adm_03","rowcacode3","year","AnnualPrecip"
"N'Guigmi","NER002006002",2018,300.504614142998
"N'Guigmi","NER002006002",2019,260.110471293409
"N'Guigmi","NER002006002",2020,267.500280366397
"N'Guigmi","NER002006002",2021,210.930619719934
"Birni N'Gaouré","NER003001001",1981,455.394047401316
"Birni N'Gaouré","NER003001001",1982,389.035259431041
"Birni N'Gaouré","NER003001001",1983,396.050762429356
"Birni N'Gaouré","NER003001001",1984,306.870988866133
"Birni N'Gaouré","NER003001001",1985,484.76615685084
"Birni N'Gaouré","NER003001001",1986,476.217161699202
"Birni N'Gaouré","NER003001001",1987,429.067170278561
"Birni N'Gaouré","NER003001001",1988,638.499972151437
"Birni N'Gaouré","NER003001001",1989,523.554279699367
"Birni N'Gaouré","NER003001001",1990,421.929195049191
"Birni N'Gaouré","NER003001001",1991,476.828223976158
"Birni N'Gaouré","NER003001001",1992,522.923894154861
"Birni N'Gaouré","NER003001001",1993,406.788519516922
"Birni N'Gaouré","NER003001001",1994,673.619757912677
"Birni N'Gaouré","NER003001001",1995,468.411809869931
"Birni N'Gaouré","NER003001001",1996,465.235240989781
"Birni N'Gaouré","NER003001001",1997,400.144776436418
"Birni N'Gaouré","NER003001001",1998,596.699231226097
"Birni N'Gaouré","NER003001001",1999,591.563760131993
"Birni N'Gaouré","NER003001001",2000,488.565194905836
"Birni N'Gaouré","NER003001001",2001,508.497763719765
"Birni N'Gaouré","NER003001001",2002,523.786119408557
"Birni N'Gaouré","NER003001001",2003,505.041334739289
"Birni N'Gaouré","NER003001001",2004,438.463955075526
"Birni N'Gaouré","NER003001001",2005,542.692050685979
"Birni N'Gaouré","NER003001001",2006,504.113616254997
"Birni N'Gaouré","NER003001001",2007,557.184492745573
"Birni N'Gaouré","NER003001001",2008,484.026366353661
"Birni N'Gaouré","NER003001001",2009,461.9619746478
"Birni N'Gaouré","NER003001001",2010,557.577960304046
"Birni N'Gaouré","NER003001001",2011,401.8431518284
"Birni N'Gaouré","NER003001001",2012,565.117470822238
"Birni N'Gaouré","NER003001001",2013,471.640710136816
"Birni N'Gaouré","NER003001001",2014,453.885937940943
"Birni N'Gaouré","NER003001001",2015,528.618528757603
"Birni N'Gaouré","NER003001001",2016,444.377505071914
"Birni N'Gaouré","NER003001001",2017,457.40775188706
"Birni N'Gaouré","NER003001001",2018,519.398511175468
"Birni N'Gaouré","NER003001001",2019,483.436242993761
"Birni N'Gaouré","NER003001001",2020,692.643969336728
"Birni N'Gaouré","NER003001001",2021,515.509341447898
"Kankandi","NER003001005",1981,475.668541517138
"Kankandi","NER003001005",1982,419.902177008444
"Kankandi","NER003001005",1983,409.639439873247
"Kankandi","NER003001005",1984,379.496956654306
"Kankandi","NER003001005",1985,532.60881769893
"Kankandi","NER003001005",1986,613.56031058882
"Kankandi","NER003001005",1987,421.893826683834
"Kankandi","NER003001005",1988,678.702579028269
"Kankandi","NER003001005",1989,564.263159848271
"Kankandi","NER003001005",1990,528.241936376038
"Kankandi","NER003001005",1991,487.777063339451
"Kankandi","NER003001005",1992,580.569213449955
"Kankandi","NER003001005",1993,450.887704764738
"Kankandi","NER003001005",1994,789.070812022518
"Kankandi","NER003001005",1995,513.434251569873
"Kankandi","NER003001005",1996,465.186903303825
"Kankandi","NER003001005",1997,450.602119339409
"Kankandi","NER003001005",1998,547.241901820232
"Kankandi","NER003001005",1999,647.931886095459
"Kankandi","NER003001005",2000,521.553505249787
"Kankandi","NER003001005",2001,547.889082919718
"Kankandi","NER003001005",2002,599.28349352761
"Kankandi","NER003001005",2003,609.980239456279
"Kankandi","NER003001005",2004,495.539190614286
"Kankandi","NER003001005",2005,592.140966238819
"Kankandi","NER003001005",2006,521.132067221346
"Kankandi","NER003001005",2007,604.865656084467
"Kankandi","NER003001005",2008,544.543463250263
"Kankandi","NER003001005",2009,476.583737911838
"Kankandi","NER003001005",2010,607.162222948741
"Kankandi","NER003001005",2011,441.287027267688
"Kankandi","NER003001005",2012,613.054345587365
"Kankandi","NER003001005",2013,508.677679742756
"Kankandi","NER003001005",2014,520.261462787211
"Kankandi","NER003001005",2015,562.523164567894
"Kankandi","NER003001005",2016,494.900796944516
"Kankandi","NER003001005",2017,496.272705260137
"Kankandi","NER003001005",2018,615.111161314613
"Kankandi","NER003001005",2019,552.307462163525
"Kankandi","NER003001005",2020,776.268410359387
"Kankandi","NER003001005",2021,570.735486869106
"Fabidji","NER003001002",1981,466.926707660379
"Fabidji","NER003001002",1982,394.58422559705
"Fabidji","NER003001002",1983,433.244447406155
"Fabidji","NER003001002",1984,361.697005516165
"Fabidji","NER003001002",1985,523.386714830025
"Fabidji","NER003001002",1986,580.611661937839
"Fabidji","NER003001002",1987,465.228097036238
"Fabidji","NER003001002",1988,691.171701075263
"Fabidji","NER003001002",1989,572.231131350698
"Fabidji","NER003001002",1990,490.700863341383
"Fabidji","NER003001002",1991,494.802481831591
"Fabidji","NER003001002",1992,562.205446325493
"Fabidji","NER003001002",1993,465.551750143137
"Fabidji","NER003001002",1994,763.39628392723
"Fabidji","NER003001002",1995,516.356948513917
"Fabidji","NER003001002",1996,484.224571947938
"Fabidji","NER003001002",1997,443.432833787175
"Fabidji","NER003001002",1998,617.203748771755
"Fabidji","NER003001002",1999,638.224143875613
"Fabidji","NER003001002",2000,509.203015259105
"Fabidji","NER003001002",2001,532.649218908828
"Fabidji","NER003001002",2002,584.864980052397
"Fabidji","NER003001002",2003,585.069525353505
"Fabidji","NER003001002",2004,487.58889424051
"Fabidji","NER003001002",2005,603.043521417713
"Fabidji","NER003001002",2006,526.466014807741
"Fabidji","NER003001002",2007,598.056279477201
"Fabidji","NER003001002",2008,513.020410686295
"Fabidji","NER003001002",2009,471.612505085653
"Fabidji","NER003001002",2010,602.854318951255
"Fabidji","NER003001002",2011,433.4160257185
"Fabidji","NER003001002",2012,602.647459027662
"Fabidji","NER003001002",2013,511.169606409531
"Fabidji","NER003001002",2014,507.5048806395
"Fabidji","NER003001002",2015,560.100700337585
"Fabidji","NER003001002",2016,502.553168469131
"Fabidji","NER003001002",2017,510.246215755585
"Fabidji","NER003001002",2018,576.099758347743
"Fabidji","NER003001002",2019,549.533222713384
"Fabidji","NER003001002",2020,767.314658859983
"Fabidji","NER003001002",2021,576.519564502135
"Fakara","NER003001003",1981,436.518349723597
"Fakara","NER003001003",1982,345.846778221428
"Fakara","NER003001003",1983,456.135842693905
"Fakara","NER003001003",1984,280.610888460259
"Fakara","NER003001003",1985,452.895803576986
"Fakara","NER003001003",1986,508.875201101839
"Fakara","NER003001003",1987,425.745474033932
"Fakara","NER003001003",1988,645.88225167648
"Fakara","NER003001003",1989,546.392987390737
"Fakara","NER003001003",1990,418.764852968891
"Fakara","NER003001003",1991,464.745517607252
"Fakara","NER003001003",1992,514.743669593324
"Fakara","NER003001003",1993,452.573499364406
"Fakara","NER003001003",1994,663.940731153607
"Fakara","NER003001003",1995,479.655059331546
"Fakara","NER003001003",1996,468.353231525878
"Fakara","NER003001003",1997,402.132721208105
"Fakara","NER003001003",1998,663.021054178794
"Fakara","NER003001003",1999,597.213924830119
"Fakara","NER003001003",2000,477.513868551224
"Fakara","NER003001003",2001,481.572515117566
"Fakara","NER003001003",2002,505.438501866778
"Fakara","NER003001003",2003,465.220279631823
"Fakara","NER003001003",2004,426.367692748745
"Fakara","NER003001003",2005,568.640942328542
"Fakara","NER003001003",2006,512.053027944565
"Fakara","NER003001003",2007,543.056701016535
"Fakara","NER003001003",2008,460.258454874039
"Fakara","NER003001003",2009,448.983411432584
"Fakara","NER003001003",2010,565.982488061031
"Fakara","NER003001003",2011,394.397249091248
"Fakara","NER003001003",2012,555.264853448301
"Fakara","NER003001003",2013,467.902075681239
"Fakara","NER003001003",2014,454.77864255921
"Fakara","NER003001003",2015,527.429216860831
"Fakara","NER003001003",2016,463.23035155944
"Fakara","NER003001003",2017,475.615165714929
"Fakara","NER003001003",2018,479.677793635607
"Fakara","NER003001003",2019,482.36154094544
"Fakara","NER003001003",2020,695.715192163487
"Fakara","NER003001003",2021,517.265485803684
"Koygolo","NER003001007",1981,460.468999797735
"Koygolo","NER003001007",1982,334.843733935656
"Koygolo","NER003001007",1983,469.56104340418
"Koygolo","NER003001007",1984,264.120849787834
"Koygolo","NER003001007",1985,397.621844091549
"Koygolo","NER003001007",1986,430.94141210545
"Koygolo","NER003001007",1987,340.653456979657
"Koygolo","NER003001007",1988,557.676423587717
"Koygolo","NER003001007",1989,442.111024976131
"Koygolo","NER003001007",1990,363.900741756051
"Koygolo","NER003001007",1991,373.59856576876
"Koygolo","NER003001007",1992,500.4711199952
"Koygolo","NER003001007",1993,432.50636055271
"Koygolo","NER003001007",1994,631.338598387571
"Koygolo","NER003001007",1995,483.277236188144
"Koygolo","NER003001007",1996,467.60985918375
"Koygolo","NER003001007",1997,369.68479219823
"Koygolo","NER003001007",1998,537.247785246446
"Koygolo","NER003001007",1999,569.463500144275
"Koygolo","NER003001007",2000,430.967399748617
"Koygolo","NER003001007",2001,485.889704339198
"Koygolo","NER003001007",2002,437.047108100837
"Koygolo","NER003001007",2003,463.486011622905
"Koygolo","NER003001007",2004,411.745369021442
"Koygolo","NER003001007",2005,463.7153001455
"Koygolo","NER003001007",2006,477.662727961931
"Koygolo","NER003001007",2007,491.175422457669
"Koygolo","NER003001007",2008,435.460828429781
"Koygolo","NER003001007",2009,426.140211967658
"Koygolo","NER003001007",2010,508.572623111043
"Koygolo","NER003001007",2011,325.785855648774
"Koygolo","NER003001007",2012,487.321104340792
"Koygolo","NER003001007",2013,452.895409400318
"Koygolo","NER003001007",2014,386.852735195591
"Koygolo","NER003001007",2015,492.430814002283
"Koygolo","NER003001007",2016,391.900345417201
"Koygolo","NER003001007",2017,396.718253779809
"Koygolo","NER003001007",2018,438.836502975508
"Koygolo","NER003001007",2019,414.864924524148
"Koygolo","NER003001007",2020,598.073822825596
"Koygolo","NER003001007",2021,426.615249501246
"Kiota","NER003001006",1981,460.069744685297
"Kiota","NER003001006",1982,389.783204162134
"Kiota","NER003001006",1983,449.190872228803
"Kiota","NER003001006",1984,283.332652437234
"Kiota","NER003001006",1985,458.133719080396
"Kiota","NER003001006",1986,438.738317931445
"Kiota","NER003001006",1987,409.727773771049
"Kiota","NER003001006",1988,609.618372868254
"Kiota","NER003001006",1989,491.717211370483
"Kiota","NER003001006",1990,375.184910060889
"Kiota","NER003001006",1991,453.597984772688
"Kiota","NER003001006",1992,518.319665150792
"Kiota","NER003001006",1993,417.171331000111
"Kiota","NER003001006",1994,654.813562759299
"Kiota","NER003001006",1995,470.322665414911
"Kiota","NER003001006",1996,483.71746216814
"Kiota","NER003001006",1997,417.432603337696
"Kiota","NER003001006",1998,577.761700734026
"Kiota","NER003001006",1999,548.276606724344
"Kiota","NER003001006",2000,477.56213604546
"Kiota","NER003001006",2001,505.968625542345
"Kiota","NER003001006",2002,499.070635843813
"Kiota","NER003001006",2003,486.060828903163
"Kiota","NER003001006",2004,432.01300375547
"Kiota","NER003001006",2005,521.581956523858
"Kiota","NER003001006",2006,505.638025235466
"Kiota","NER003001006",2007,530.736671505126
"Kiota","NER003001006",2008,470.962126269195
"Kiota","NER003001006",2009,458.477516352875
"Kiota","NER003001006",2010,538.501216102756
"Kiota","NER003001006",2011,374.307112082943
"Kiota","NER003001006",2012,548.488581025039
"Kiota","NER003001006",2013,463.69468680418
"Kiota","NER003001006",2014,408.416816835865
"Kiota","NER003001006",2015,517.650563942965
"Kiota","NER003001006",2016,416.396381633622
"Kiota","NER003001006",2017,441.352817431945
"Kiota","NER003001006",2018,479.670639345645
"Kiota","NER003001006",2019,444.121935683307
"Kiota","NER003001006",2020,658.756409241019
"Kiota","NER003001006",2021,477.336187406968
"Harikanassou","NER003001004",1981,465.05984902345
"Harikanassou","NER003001004",1982,404.718146261051
"Harikanassou","NER003001004",1983,439.638901112313
"Harikanassou","NER003001004",1984,285.059506681592
"Harikanassou","NER003001004",1985,443.209368891323
"Harikanassou","NER003001004",1986,447.37037760726
"Harikanassou","NER003001004",1987,399.391003971923
"Harikanassou","NER003001004",1988,637.890919685118
"Harikanassou","NER003001004",1989,504.890002297372
"Harikanassou","NER003001004",1990,353.156049577661
"Harikanassou","NER003001004",1991,454.88403697911
"Harikanassou","NER003001004",1992,538.184440694027
"Harikanassou","NER003001004",1993,425.767844852252
"Harikanassou","NER003001004",1994,662.420504236467
"Harikanassou","NER003001004",1995,477.014379725152
"Harikanassou","NER003001004",1996,508.56110341893
"Harikanassou","NER003001004",1997,421.840577529509
"Harikanassou","NER003001004",1998,586.845796392873
"Harikanassou","NER003001004",1999,575.960652940912
"Harikanassou","NER003001004",2000,481.695063964485
"Harikanassou","NER003001004",2001,505.438969061055
"Harikanassou","NER003001004",2002,482.873068347297
"Harikanassou","NER003001004",2003,477.436718527097
"Harikanassou","NER003001004",2004,434.622770829483
"Harikanassou","NER003001004",2005,531.492135731154
"Harikanassou","NER003001004",2006,510.365227129779
"Harikanassou","NER003001004",2007,526.45024922908
"Harikanassou","NER003001004",2008,480.865090303169
"Harikanassou","NER003001004",2009,458.582048615844
"Harikanassou","NER003001004",2010,556.576457156717
"Harikanassou","NER003001004",2011,372.63165126234
"Harikanassou","NER003001004",2012,550.08500290427
"Harikanassou","NER003001004",2013,486.210807782719
"Harikanassou","NER003001004",2014,413.551274369242
"Harikanassou","NER003001004",2015,524.122132780288
"Harikanassou","NER003001004",2016,427.018468070399
"Harikanassou","NER003001004",2017,447.210028981825
"Harikanassou","NER003001004",2018,477.8566545535
"Harikanassou","NER003001004",2019,449.195282905403
"Harikanassou","NER003001004",2020,674.805029337154
"Harikanassou","NER003001004",2021,492.615045536732
"N'Gonga","NER003001008",1981,441.167429738453
"N'Gonga","NER003001008",1982,409.09543407968
"N'Gonga","NER003001008",1983,401.285431428994
"N'Gonga","NER003001008",1984,290.395486351153
"N'Gonga","NER003001008",1985,467.46297669527
"N'Gonga","NER003001008",1986,456.689935773134
"N'Gonga","NER003001008",1987,419.274344465996
"N'Gonga","NER003001008",1988,653.842985040826
"N'Gonga","NER003001008",1989,522.222253376648
"N'Gonga","NER003001008",1990,367.9002354039
"N'Gonga","NER003001008",1991,487.440142564438
"N'Gonga","NER003001008",1992,540.188133254374
"N'Gonga","NER003001008",1993,417.260185126025
"N'Gonga","NER003001008",1994,674.340844137032
"N'Gonga","NER003001008",1995,457.29123337557
"N'Gonga","NER003001008",1996,491.026831484659
"N'Gonga","NER003001008",1997,399.91854690024
"N'Gonga","NER003001008",1998,612.640538633684
"N'Gonga","NER003001008",1999,573.157759753233
"N'Gonga","NER003001008",2000,490.168278419153
"N'Gonga","NER003001008",2001,492.641408828753
"N'Gonga","NER003001008",2002,509.559171843473
"N'Gonga","NER003001008",2003,479.317549160459
"N'Gonga","NER003001008",2004,434.764716578655
"N'Gonga","NER003001008",2005,541.870275219576
"N'Gonga","NER003001008",2006,506.635770787683
"N'Gonga","NER003001008",2007,541.005732459572
"N'Gonga","NER003001008",2008,485.623800720663
"N'Gonga","NER003001008",2009,460.570023240101
"N'Gonga","NER003001008",2010,561.115339733221
"N'Gonga","NER003001008",2011,387.824075950852
"N'Gonga","NER003001008",2012,560.494180313205
"N'Gonga","NER003001008",2013,483.720508135277
"N'Gonga","NER003001008",2014,439.853118648345
"N'Gonga","NER003001008",2015,518.581573902747
"N'Gonga","NER003001008",2016,440.030879195621
"N'Gonga","NER003001008",2017,454.226572398092
"N'Gonga","NER003001008",2018,489.2907523834
"N'Gonga","NER003001008",2019,460.8318563466
"N'Gonga","NER003001008",2020,690.856441296175
"N'Gonga","NER003001008",2021,510.424181784171
"Dioundiou","NER003002001",1981,588.427062502297
"Dioundiou","NER003002001",1982,505.038270383439
"Dioundiou","NER003002001",1983,475.571171193733
"Dioundiou","NER003002001",1984,340.742879561547
"Dioundiou","NER003002001",1985,590.315556487268
"Dioundiou","NER003002001",1986,576.841207247263
"Dioundiou","NER003002001",1987,515.632940426408
"Dioundiou","NER003002001",1988,660.086650524317
"Dioundiou","NER003002001",1989,632.298594670588
"Dioundiou","NER003002001",1990,522.355820899297
"Dioundiou","NER003002001",1991,537.683527054663
"Dioundiou","NER003002001",1992,689.876908545047
"Dioundiou","NER003002001",1993,544.864728287461
"Dioundiou","NER003002001",1994,823.968505102223
"Dioundiou","NER003002001",1995,548.035852036789
"Dioundiou","NER003002001",1996,624.805096878754
"Dioundiou","NER003002001",1997,491.938056606363
"Dioundiou","NER003002001",1998,645.484588875727
"Dioundiou","NER003002001",1999,743.560896294358
"Dioundiou","NER003002001",2000,579.030388145612
"Dioundiou","NER003002001",2001,588.986671245442
"Dioundiou","NER003002001",2002,647.234292843207
"Dioundiou","NER003002001",2003,701.619610399219
"Dioundiou","NER003002001",2004,527.100818487264
"Dioundiou","NER003002001",2005,640.513658521617
"Dioundiou","NER003002001",2006,623.564322826415
"Dioundiou","NER003002001",2007,639.7628256329
"Dioundiou","NER003002001",2008,572.947783639428
"Dioundiou","NER003002001",2009,528.657274009176
"Dioundiou","NER003002001",2010,589.861333766597
"Dioundiou","NER003002001",2011,495.127733948248
"Dioundiou","NER003002001",2012,610.328724968983
"Dioundiou","NER003002001",2013,564.46337435105
"Dioundiou","NER003002001",2014,570.322907882548
"Dioundiou","NER003002001",2015,576.903606742431
"Dioundiou","NER003002001",2016,550.690847452593
"Dioundiou","NER003002001",2017,545.357793128026
"Dioundiou","NER003002001",2018,727.652535771926
"Dioundiou","NER003002001",2019,577.688843896793
"Dioundiou","NER003002001",2020,880.35456222252
"Dioundiou","NER003002001",2021,636.166636985565
"Zabori","NER003002003",1981,573.362818017388
"Zabori","NER003002003",1982,462.493459918512
"Zabori","NER003002003",1983,467.724337033674
"Zabori","NER003002003",1984,330.022074091191
"Zabori","NER003002003",1985,558.686455813215
"Zabori","NER003002003",1986,545.631513390772
"Zabori","NER003002003",1987,472.995003054021
"Zabori","NER003002003",1988,622.479410988493
"Zabori","NER003002003",1989,624.526895683459
"Zabori","NER003002003",1990,504.102655538536
"Zabori","NER003002003",1991,543.495459053432
"Zabori","NER003002003",1992,658.400054392518
"Zabori","NER003002003",1993,538.404796679184
"Zabori","NER003002003",1994,818.767341068452
"Zabori","NER003002003",1995,520.398207178642
"Zabori","NER003002003",1996,594.93216262635
"Zabori","NER003002003",1997,473.471340657677
"Zabori","NER003002003",1998,615.803880890481
"Zabori","NER003002003",1999,698.37373139596
"Zabori","NER003002003",2000,560.369244206339
"Zabori","NER003002003",2001,529.334353210479
"Zabori","NER003002003",2002,611.72447636104
"Zabori","NER003002003",2003,672.526516836021
"Zabori","NER003002003",2004,498.612942751843
"Zabori","NER003002003",2005,617.67383508293
"Zabori","NER003002003",2006,595.183281475004
"Zabori","NER003002003",2007,612.514490798397
"Zabori","NER003002003",2008,548.118302862751
"Zabori","NER003002003",2009,492.47793258543
"Zabori","NER003002003",2010,554.809777704902
"Zabori","NER003002003",2011,469.645849791964
"Zabori","NER003002003",2012,573.552380709421
"Zabori","NER003002003",2013,530.878019586127
"Zabori","NER003002003",2014,572.254189686981
"Zabori","NER003002003",2015,563.788746449592
"Zabori","NER003002003",2016,503.290610637795
"Zabori","NER003002003",2017,508.161255045137
"Zabori","NER003002003",2018,664.064496950768
"Zabori","NER003002003",2019,548.746283483884
"Zabori","NER003002003",2020,832.240028108509
"Zabori","NER003002003",2021,573.276793440093
"Karakara","NER003002002",1981,554.923804780612
"Karakara","NER003002002",1982,451.116330883167
"Karakara","NER003002002",1983,436.574127358196
"Karakara","NER003002002",1984,284.221543879294
"Karakara","NER003002002",1985,533.124668444127
"Karakara","NER003002002",1986,536.360463878375
"Karakara","NER003002002",1987,451.918885646975
"Karakara","NER003002002",1988,594.039773230199
"Karakara","NER003002002",1989,556.781790600312
"Karakara","NER003002002",1990,479.068529277013
"Karakara","NER003002002",1991,536.709750618576
"Karakara","NER003002002",1992,625.64786892154
"Karakara","NER003002002",1993,488.686533961745
"Karakara","NER003002002",1994,788.52893854247
"Karakara","NER003002002",1995,515.924758021221
"Karakara","NER003002002",1996,564.321558021634
"Karakara","NER003002002",1997,458.832271342454
"Karakara","NER003002002",1998,584.610504965904
"Karakara","NER003002002",1999,672.353307736158
"Karakara","NER003002002",2000,548.405475974215
"Karakara","NER003002002",2001,527.359693226167
"Karakara","NER003002002",2002,601.216507598219
"Karakara","NER003002002",2003,646.889744817101
"Karakara","NER003002002",2004,470.462491479614
"Karakara","NER003002002",2005,573.148302785215
"Karakara","NER003002002",2006,586.28811035801
"Karakara","NER003002002",2007,564.273971751059
"Karakara","NER003002002",2008,516.294970705397
"Karakara","NER003002002",2009,464.073949447646
"Karakara","NER003002002",2010,527.854213647623
"Karakara","NER003002002",2011,447.34141224694
"Karakara","NER003002002",2012,537.264003349318
"Karakara","NER003002002",2013,507.319043540164
"Karakara","NER003002002",2014,552.669342940287
"Karakara","NER003002002",2015,551.557027584409
"Karakara","NER003002002",2016,474.993956697193
"Karakara","NER003002002",2017,477.427654680658
"Karakara","NER003002002",2018,640.004742648616
"Karakara","NER003002002",2019,532.50294259275
"Karakara","NER003002002",2020,788.404318311451
"Karakara","NER003002002",2021,555.081619118587
"Matankari","NER003003005",1981,417.620703503725
"Matankari","NER003003005",1982,351.503178149263
"Matankari","NER003003005",1983,344.887172342789
"Matankari","NER003003005",1984,231.031626310008
"Matankari","NER003003005",1985,354.17141208187
"Matankari","NER003003005",1986,453.689477555525
"Matankari","NER003003005",1987,311.718813745359
"Matankari","NER003003005",1988,463.462961175326
"Matankari","NER003003005",1989,376.719732250927
"Matankari","NER003003005",1990,336.044249460366
"Matankari","NER003003005",1991,442.081492012506
"Matankari","NER003003005",1992,413.845330023999
"Matankari","NER003003005",1993,328.280687326718
"Matankari","NER003003005",1994,558.190836506733
"Matankari","NER003003005",1995,381.834622781238
"Matankari","NER003003005",1996,384.782195473854
"Matankari","NER003003005",1997,369.311665891854
"Matankari","NER003003005",1998,459.283347768811
"Matankari","NER003003005",1999,511.457661598848
"Matankari","NER003003005",2000,376.984283162935
"Matankari","NER003003005",2001,382.042795385149
"Matankari","NER003003005",2002,389.098219606142
"Matankari","NER003003005",2003,440.738012922782
"Matankari","NER003003005",2004,408.860596520021
"Matankari","NER003003005",2005,424.036711801331
"Matankari","NER003003005",2006,441.02863215815
"Matankari","NER003003005",2007,461.741272861648
"Matankari","NER003003005",2008,425.757587331155
"Matankari","NER003003005",2009,345.408926402222
"Matankari","NER003003005",2010,474.867606992151
"Matankari","NER003003005",2011,292.614247844944
"Matankari","NER003003005",2012,406.471427218921
"Matankari","NER003003005",2013,384.555089676316
"Matankari","NER003003005",2014,404.68012114297
"Matankari","NER003003005",2015,445.662580559238
"Matankari","NER003003005",2016,359.989203741061
"Matankari","NER003003005",2017,334.520728902533
"Matankari","NER003003005",2018,427.077183253899
"Matankari","NER003003005",2019,367.74668957967
"Matankari","NER003003005",2020,573.192885654024
"Matankari","NER003003005",2021,383.986323262591
"Dogondoutchi","NER003003002",1981,461.10578736445
"Dogondoutchi","NER003003002",1982,393.249876804395
"Dogondoutchi","NER003003002",1983,400.677484618357
"Dogondoutchi","NER003003002",1984,225.439646558092
"Dogondoutchi","NER003003002",1985,400.327889007547
"Dogondoutchi","NER003003002",1986,467.447874512225
"Dogondoutchi","NER003003002",1987,322.980433522753
"Dogondoutchi","NER003003002",1988,511.448732189154
"Dogondoutchi","NER003003002",1989,407.308615157776
"Dogondoutchi","NER003003002",1990,372.651296941999
"Dogondoutchi","NER003003002",1991,477.984701189286
"Dogondoutchi","NER003003002",1992,455.486928268432
"Dogondoutchi","NER003003002",1993,360.520689958017
"Dogondoutchi","NER003003002",1994,582.573960432302
"Dogondoutchi","NER003003002",1995,395.568642284097
"Dogondoutchi","NER003003002",1996,408.559187972696
"Dogondoutchi","NER003003002",1997,418.781144793503
"Dogondoutchi","NER003003002",1998,483.748783844659
"Dogondoutchi","NER003003002",1999,564.090259834715
"Dogondoutchi","NER003003002",2000,428.241557458703
"Dogondoutchi","NER003003002",2001,408.955187726405
"Dogondoutchi","NER003003002",2002,441.231598302321
"Dogondoutchi","NER003003002",2003,463.577826267255
"Dogondoutchi","NER003003002",2004,431.480780239942
"Dogondoutchi","NER003003002",2005,470.843297296353
"Dogondoutchi","NER003003002",2006,499.320941437793
"Dogondoutchi","NER003003002",2007,489.176668299163
"Dogondoutchi","NER003003002",2008,465.836605931288
"Dogondoutchi","NER003003002",2009,382.23204746223
"Dogondoutchi","NER003003002",2010,502.097334846462
"Dogondoutchi","NER003003002",2011,336.053060699912
"Dogondoutchi","NER003003002",2012,428.934504380321
"Dogondoutchi","NER003003002",2013,415.543736209063
"Dogondoutchi","NER003003002",2014,437.317605931685
"Dogondoutchi","NER003003002",2015,462.716669336963
"Dogondoutchi","NER003003002",2016,378.178838338905
"Dogondoutchi","NER003003002",2017,366.531301588638
"Dogondoutchi","NER003003002",2018,458.924833023648
"Dogondoutchi","NER003003002",2019,386.172432763228
"Dogondoutchi","NER003003002",2020,624.221809278324
"Dogondoutchi","NER003003002",2021,420.422194133995
"Dan-Kassari","NER003003001",1981,446.651438506778
"Dan-Kassari","NER003003001",1982,399.776719060656
"Dan-Kassari","NER003003001",1983,370.202542860889
"Dan-Kassari","NER003003001",1984,271.006636366101
"Dan-Kassari","NER003003001",1985,417.789015660557
"Dan-Kassari","NER003003001",1986,479.64785738017
"Dan-Kassari","NER003003001",1987,343.149780305135
"Dan-Kassari","NER003003001",1988,511.750518525714
"Dan-Kassari","NER003003001",1989,414.129892600804
"Dan-Kassari","NER003003001",1990,366.488025743994
"Dan-Kassari","NER003003001",1991,437.692479875801
"Dan-Kassari","NER003003001",1992,464.217155523252
"Dan-Kassari","NER003003001",1993,374.168686591522
"Dan-Kassari","NER003003001",1994,568.354714934533
"Dan-Kassari","NER003003001",1995,369.903670819337
"Dan-Kassari","NER003003001",1996,401.233430825885
"Dan-Kassari","NER003003001",1997,367.023748210569
"Dan-Kassari","NER003003001",1998,456.579680726708
"Dan-Kassari","NER003003001",1999,557.975125537063
"Dan-Kassari","NER003003001",2000,398.379801541272
"Dan-Kassari","NER003003001",2001,386.720918329953
"Dan-Kassari","NER003003001",2002,412.720662238373
"Dan-Kassari","NER003003001",2003,457.662759817454
"Dan-Kassari","NER003003001",2004,439.043348097822
"Dan-Kassari","NER003003001",2005,465.405437708958
"Dan-Kassari","NER003003001",2006,493.991068635581
"Dan-Kassari","NER003003001",2007,457.244218951246
"Dan-Kassari","NER003003001",2008,478.200379861563
"Dan-Kassari","NER003003001",2009,348.314439401034
"Dan-Kassari","NER003003001",2010,494.514786161442
"Dan-Kassari","NER003003001",2011,353.210949067306
"Dan-Kassari","NER003003001",2012,409.848636734861
"Dan-Kassari","NER003003001",2013,396.955325505896
"Dan-Kassari","NER003003001",2014,471.209325883961
"Dan-Kassari","NER003003001",2015,485.538432095968
"Dan-Kassari","NER003003001",2016,390.066253213713
"Dan-Kassari","NER003003001",2017,365.148216666332
"Dan-Kassari","NER003003001",2018,496.480363058563
"Dan-Kassari","NER003003001",2019,378.263474175366
"Dan-Kassari","NER003003001",2020,660.834172182387
"Dan-Kassari","NER003003001",2021,405.340893289057
"Kiéché","NER003003004",1981,480.158223158667
"Kiéché","NER003003004",1982,411.090007181177
"Kiéché","NER003003004",1983,419.017789026123
"Kiéché","NER003003004",1984,266.010159273466
"Kiéché","NER003003004",1985,425.669856617878
"Kiéché","NER003003004",1986,448.067861807303
"Kiéché","NER003003004",1987,360.821435809085
"Kiéché","NER003003004",1988,533.782561422721
"Kiéché","NER003003004",1989,422.08064406036
"Kiéché","NER003003004",1990,411.889370719813
"Kiéché","NER003003004",1991,490.279571651098
"Kiéché","NER003003004",1992,503.519231856839
"Kiéché","NER003003004",1993,395.48765236818
