"admin1Name","admin1Pcod","admin2Name","admin2Pcod","year","total_precip","median_precip","sd_precip"
"Agadez","NE01","Arlit","NE0102",2002,47.5137865420759,0.062380977449651,1.17163428115719
"Agadez","NE01","Arlit","NE0102",2003,62.3840998824809,0.0604478537881168,2.1806554356276
"Agadez","NE01","Arlit","NE0102",2004,40.3026468314259,0.0624460758965209,1.19025824501093
"Agadez","NE01","Arlit","NE0102",2005,40.0438246334167,0.0643337248792342,1.20400668130348
"Agadez","NE01","Arlit","NE0102",2006,46.5523906140336,0.0643484544120264,1.41944052819804
"Agadez","NE01","Arlit","NE0102",2007,57.9682602920263,0.0643298046954836,1.87591815183437
"Agadez","NE01","Arlit","NE0102",2008,49.1597751438511,0.0643482796014216,1.52885174896173
"Agadez","NE01","Arlit","NE0102",2009,42.6937801071289,0.0643894497534147,1.52124745138591
"Agadez","NE01","Arlit","NE0102",2010,64.5824303062591,0.0643729260183431,1.83282811793153
"Agadez","NE01","Arlit","NE0102",2011,49.9584056915832,0.0643661857451015,2.05748067617205
"Agadez","NE01","Arlit","NE0102",2012,52.8431611367591,0.0703182285932858,1.38595513035634
"Agadez","NE01","Arlit","NE0102",2013,43.4859485315504,0.0641693219432525,1.29442278334299
"Agadez","NE01","Arlit","NE0102",2014,38.5234123865998,0.0643434568470367,1.07789935291805
"Agadez","NE01","Arlit","NE0102",2015,57.492440762366,0.0663727243078524,1.76068296771684
"Agadez","NE01","Arlit","NE0102",2016,42.4751962430183,0.0719806766527814,1.05248125870848
"Agadez","NE01","Arlit","NE0102",2017,41.5542857282749,0.06637508631678,1.15479571663545
"Agadez","NE01","Arlit","NE0102",2018,73.0881084700461,0.0663944210169052,2.32015626428314
"Agadez","NE01","Arlit","NE0102",2019,57.8344698519256,0.0663766439786117,2.34029732079516
"Agadez","NE01","Arlit","NE0102",2020,73.5438118257884,0.0663844724958761,2.55787536268726
"Agadez","NE01","Arlit","NE0102",2021,41.0650037696425,0.0663853424055647,1.10465556283964
"Agadez","NE01","Bilma","NE0103",1981,8.54217797411722,0.0707342855984213,0.119088835481748
"Agadez","NE01","Bilma","NE0103",1982,8.62752158445387,0.0721098109393936,0.12114669725238
"Agadez","NE01","Bilma","NE0103",1983,8.54815482380926,0.0740545668099787,0.119064756021608
"Agadez","NE01","Bilma","NE0103",1984,8.26353479975894,0.0716822664222748,0.112674606383071
"Agadez","NE01","Bilma","NE0103",1985,8.63106789611345,0.0707399892243505,0.119362613432008
"Agadez","NE01","Bilma","NE0103",1986,8.58081483009508,0.0732403677729462,0.119050160290989
"Agadez","NE01","Bilma","NE0103",1987,8.50507792281101,0.0716520415129775,0.118712131117146
"Agadez","NE01","Bilma","NE0103",1988,9.14490076335834,0.0694468626952807,0.137437912304194
"Agadez","NE01","Bilma","NE0103",1989,8.9067970250215,0.0714344542756843,0.13049673629578
"Agadez","NE01","Bilma","NE0103",1990,8.67275053087213,0.069447552835948,0.121928626529456
"Agadez","NE01","Bilma","NE0103",NA,2080.3505096456,22.34840034815,996.609523575543
"Agadez","NE01","Bilma","NE0103",1991,8.85590926617113,0.0732397089606933,0.126511932110101
"Agadez","NE01","Bilma","NE0103",1992,9.09720709661721,0.0730538726665073,0.139178696774602
"Agadez","NE01","Bilma","NE0103",1993,8.57869250491171,0.0694449440188892,0.120490877513892
"Agadez","NE01","Bilma","NE0103",1994,8.65028645141743,0.0731443029178684,0.122556448053231
"Agadez","NE01","Bilma","NE0103",1995,8.70755921561576,0.0713465482820921,0.129804430403647
"Agadez","NE01","Bilma","NE0103",1996,8.5230166563331,0.0731173031392081,0.117686835829578
"Agadez","NE01","Bilma","NE0103",1997,9.20252048701977,0.0706175119170787,0.138158490474106
"Agadez","NE01","Bilma","NE0103",1998,8.73028435905218,0.0732301500276238,0.122024017297972
"Agadez","NE01","Bilma","NE0103",1999,9.24430013625633,0.0732495486191843,0.149850565798858
"Agadez","NE01","Bilma","NE0103",2000,7.52958710235745,0.066462390696133,0.099324929953045
"Agadez","NE01","Bilma","NE0103",2001,7.47901464234586,0.0662704936180843,0.09623866738096
"Agadez","NE01","Bilma","NE0103",2002,7.67670288383638,0.0758108962335523,0.0974480395668875
"Agadez","NE01","Bilma","NE0103",2003,8.23811927307047,0.0694416946329151,0.118617046312435
"Agadez","NE01","Bilma","NE0103",2004,8.43871789487011,0.0663867448181812,0.131720416174878
"Agadez","NE01","Bilma","NE0103",2005,7.85317175518973,0.0663875650060056,0.106756051770688
"Agadez","NE01","Bilma","NE0103",2006,8.09493047943483,0.0676398255412876,0.113557879876008
"Agadez","NE01","Bilma","NE0103",2007,7.98639808679344,0.0662905687229723,0.114038711475363
"Agadez","NE01","Bilma","NE0103",2008,8.83892440250035,0.0662989025542188,0.148692592444827
"Agadez","NE01","Bilma","NE0103",2009,8.51359827960691,0.0750829164245862,0.12978096527063
"Agadez","NE01","Bilma","NE0103",2010,7.89042432687843,0.0687516380673038,0.104498449936008
"Agadez","NE01","Bilma","NE0103",2011,8.87716979690483,0.066372164303424,0.171086141875947
"Agadez","NE01","Bilma","NE0103",2012,9.04909050577155,0.0681970572215718,0.166880611438921
"Agadez","NE01","Bilma","NE0103",2013,8.12383783427876,0.07149745952795,0.102753979621447
"Agadez","NE01","Bilma","NE0103",2014,8.57804153939747,0.0674735969754497,0.144970665369421
"Agadez","NE01","Bilma","NE0103",2015,9.59770791299971,0.0695759519862678,0.204040921918509
"Agadez","NE01","Bilma","NE0103",2016,10.0297478094711,0.0726558251197713,0.206258111058661
"Agadez","NE01","Bilma","NE0103",2017,8.76689148032952,0.0698126602336558,0.136493115045039
"Agadez","NE01","Bilma","NE0103",2018,11.2892110640917,0.0724380416354704,0.268770962873495
"Agadez","NE01","Bilma","NE0103",2019,11.8626214623279,0.0713754535371723,0.30340386457661
"Agadez","NE01","Bilma","NE0103",2020,7.97252231233032,0.0692947509034135,0.109064466590296
"Agadez","NE01","Bilma","NE0103",2021,7.84594475164871,0.070529916239807,0.103626668097731
"Agadez","NE01","Iferouane","NE0104",1981,19.0279992412076,0.175868638937177,0.269143715071934
"Agadez","NE01","Iferouane","NE0104",1982,18.2034879556942,0.198857846326919,0.230338300870848
"Agadez","NE01","Iferouane","NE0104",1983,17.4108728261996,0.193032786972676,0.218625227706554
"Agadez","NE01","Iferouane","NE0104",1984,15.9628093499291,0.176198458018779,0.193219022334808
"Agadez","NE01","Iferouane","NE0104",1985,16.8994059385398,0.185571622831902,0.213907601084253
"Agadez","NE01","Iferouane","NE0104",1986,18.0853030279192,0.193205219232216,0.241076542983259
"Agadez","NE01","Iferouane","NE0104",1987,18.1900631967331,0.185696730540138,0.244038724954927
"Agadez","NE01","Iferouane","NE0104",1988,17.9238416997222,0.193172394284482,0.232741703530091
"Agadez","NE01","Iferouane","NE0104",1989,18.1044359239354,0.185679902418408,0.249270473087307
"Agadez","NE01","Iferouane","NE0104",1990,16.7479543563087,0.191543161683433,0.207721134378335
"Agadez","NE01","Iferouane","NE0104",NA,2076.3552517259,14.6476819752,1010.60819431093
"Agadez","NE01","Iferouane","NE0104",1991,19.0061221211443,0.191448919179375,0.247586139673029
"Agadez","NE01","Iferouane","NE0104",1992,18.8585342339103,0.204775277877601,0.248217521101594
"Agadez","NE01","Iferouane","NE0104",1993,17.3042990695547,0.185676892290693,0.227451854563224
"Agadez","NE01","Iferouane","NE0104",1994,18.5228709492043,0.191272565673628,0.25903525371039
"Agadez","NE01","Iferouane","NE0104",1995,17.8714592277814,0.194933419269848,0.234536352329336
"Agadez","NE01","Iferouane","NE0104",1996,16.228938323119,0.193205289153828,0.19812271247785
"Agadez","NE01","Iferouane","NE0104",1997,19.1060998553629,0.194278833679707,0.258082267614709
"Agadez","NE01","Iferouane","NE0104",1998,20.3732915165461,0.199190529195295,0.344429648483372
"Agadez","NE01","Iferouane","NE0104",1999,18.5950774588948,0.193220059933913,0.275578813129193
"Agadez","NE01","Iferouane","NE0104",2000,17.3199308430502,0.177585307725291,0.23151716754598
"Agadez","NE01","Iferouane","NE0104",2001,17.0659864932958,0.1707447196176,0.23463985212901
"Agadez","NE01","Iferouane","NE0104",2002,15.8231294411747,0.163982912807005,0.196001016272589
"Agadez","NE01","Iferouane","NE0104",2003,17.6640597531469,0.174158537443869,0.249326769405162
"Agadez","NE01","Iferouane","NE0104",2004,16.0726933967766,0.168267662639446,0.202352188762188
"Agadez","NE01","Iferouane","NE0104",2005,16.6618127782847,0.171767942496557,0.213349410667084
"Agadez","NE01","Iferouane","NE0104",2006,16.0794411329368,0.179697551974007,0.199500773542162
"Agadez","NE01","Iferouane","NE0104",2007,17.0013648665509,0.164141577840583,0.263837715074857
"Agadez","NE01","Iferouane","NE0104",2008,16.6116397450883,0.182129367597555,0.214260597061742
"Agadez","NE01","Iferouane","NE0104",2009,16.6813070182801,0.168360895730426,0.209209030841411
"Agadez","NE01","Iferouane","NE0104",2010,16.9194152611105,0.172672748015555,0.223804826578696
"Agadez","NE01","Iferouane","NE0104",2011,16.4073732094824,0.168529430101382,0.220532517866116
"Agadez","NE01","Iferouane","NE0104",2012,16.4886099673268,0.168304314493912,0.211262019163177
"Agadez","NE01","Iferouane","NE0104",2013,17.1742147751925,0.199181435830368,0.225175372491269
"Agadez","NE01","Iferouane","NE0104",2014,16.8044666663856,0.193407697390319,0.210062209005968
"Agadez","NE01","Iferouane","NE0104",2015,21.344003500752,0.193558672661718,0.432947408120693
"Agadez","NE01","Iferouane","NE0104",2016,17.3732465159918,0.19556600558375,0.216987604631077
"Agadez","NE01","Iferouane","NE0104",2017,18.2480732309196,0.195274314882084,0.242101901055186
"Agadez","NE01","Iferouane","NE0104",2018,21.4304639476168,0.193471164879777,0.433250179133379
"Agadez","NE01","Iferouane","NE0104",2019,20.5930509628441,0.197439860327181,0.38605430740923
"Agadez","NE01","Iferouane","NE0104",2020,17.6519890970419,0.195805079835419,0.232686905066888
"Agadez","NE01","Iferouane","NE0104",2021,16.3146326245128,0.193456364632006,0.206544652625983
"Agadez","NE01","Ingall","NE0105",1981,90.0979859898991,0.0767967379913502,2.84836847772801
"Agadez","NE01","Ingall","NE0105",1982,82.6078610390814,0.0757834397163794,2.31045778375853
"Agadez","NE01","Ingall","NE0105",1983,73.3750240919356,0.0743237493159243,1.96757709680377
"Agadez","NE01","Ingall","NE0105",1984,49.9805861841647,0.0769007729052349,0.945064327120826
"Agadez","NE01","Ingall","NE0105",1985,85.4067528614346,0.0750759143698133,2.65303096954237
"Agadez","NE01","Ingall","NE0105",1986,101.248372691096,0.0758509360856646,2.74141654335665
"Agadez","NE01","Ingall","NE0105",1987,74.8552501891104,0.0754790243288953,1.74909117342987
"Agadez","NE01","Ingall","NE0105",1988,107.144281148947,0.0728490471850323,3.24567731945178
"Agadez","NE01","Ingall","NE0105",1989,112.519793275198,0.0750161541927806,3.35533461013131
"Agadez","NE01","Ingall","NE0105",1990,68.7286321661165,0.0746081215051727,1.63457345825811
"Agadez","NE01","Ingall","NE0105",NA,2071.11266564403,14.4505179411,1012.82391980287
"Agadez","NE01","Ingall","NE0105",1991,101.215190599985,0.0777940789337248,3.10872914377238
"Agadez","NE01","Ingall","NE0105",1992,112.585212166023,0.0890719270952274,3.16924338005474
"Agadez","NE01","Ingall","NE0105",1993,74.2886216363907,0.0725341843996667,2.05111343216306
"Agadez","NE01","Ingall","NE0105",1994,144.483690900346,0.0753667168133117,4.29022101015031
"Agadez","NE01","Ingall","NE0105",1995,65.1416980261755,0.0782721588929468,1.59986759311329
"Agadez","NE01","Ingall","NE0105",1996,72.9542084018512,0.0724165377906048,1.63468777491923
"Agadez","NE01","Ingall","NE0105",1997,114.780903203632,0.0844871417540354,3.36553909285745
"Agadez","NE01","Ingall","NE0105",1998,154.904609439219,0.0774359188672417,4.50734995876706
"Agadez","NE01","Ingall","NE0105",1999,159.610188050486,0.074758179080347,4.94741171764765
"Agadez","NE01","Ingall","NE0105",2000,80.6076264523536,0.0697214795203359,2.30740315461813
"Agadez","NE01","Ingall","NE0105",2001,112.639408624218,0.0737988817332121,3.49884521175043
"Agadez","NE01","Ingall","NE0105",2002,100.272641963426,0.0722364794781153,2.73262846692743
"Agadez","NE01","Ingall","NE0105",2003,137.833687101301,0.109167471350528,3.81423475729581
"Agadez","NE01","Ingall","NE0105",2004,85.970754805178,0.0707654008114836,2.61052894187463
"Agadez","NE01","Ingall","NE0105",2005,111.362001051641,0.0720024594845606,3.20706284345488
"Agadez","NE01","Ingall","NE0105",2006,87.7375928464343,0.0720360079133261,2.42215319236759
"Agadez","NE01","Ingall","NE0105",2007,115.805070503474,0.0720364112035503,3.42594457537927
"Agadez","NE01","Ingall","NE0105",2008,107.537439485918,0.0720353746355226,2.81801675681552
"Agadez","NE01","Ingall","NE0105",2009,88.1865988167419,0.0826857709378102,2.6058027638238
"Agadez","NE01","Ingall","NE0105",2010,129.309882170894,0.0720586265121171,3.631114768707
"Agadez","NE01","Ingall","NE0105",2011,96.9150711571125,0.0720335228049833,3.12526438168988
"Agadez","NE01","Ingall","NE0105",2012,129.834556081102,0.0972544549217935,3.60141411566657
"Agadez","NE01","Ingall","NE0105",2013,92.4791716868555,0.0750581539989008,2.68051682267404
"Agadez","NE01","Ingall","NE0105",2014,72.3272821327191,0.0789080477087759,1.926107254468
"Agadez","NE01","Ingall","NE0105",2015,107.486607589793,0.0727922563517014,3.04295085800871
"Agadez","NE01","Ingall","NE0105",2016,104.677457884175,0.0972090880207014,2.68417090910538
"Agadez","NE01","Ingall","NE0105",2017,89.3713382349414,0.0722027816483213,2.30836664306469
"Agadez","NE01","Ingall","NE0105",2018,147.041631834915,0.0723439995572656,4.53361615800083
"Agadez","NE01","Ingall","NE0105",2019,114.867396401279,0.0740947262718043,3.85727497533967
"Agadez","NE01","Ingall","NE0105",2020,136.468457184335,0.0750955696081125,4.28530869531572
"Agadez","NE01","Ingall","NE0105",2021,118.382035658736,0.0711494981669525,3.30801669526603
"Agadez","NE01","Tchirozerine","NE0106",1981,107.501113142275,0.216694233592708,2.89413218088361
"Agadez","NE01","Tchirozerine","NE0106",1982,89.0830620521209,0.207113207806117,2.49579160243425
"Agadez","NE01","Tchirozerine","NE0106",1983,72.5704070685022,0.206887850782661,1.8363364490526
"Agadez","NE01","Tchirozerine","NE0106",1984,44.5198286472921,0.215825660039106,0.742645843835535
"Agadez","NE01","Tchirozerine","NE0106",1985,63.5880273422437,0.214881520787712,1.5117298990561
"Agadez","NE01","Tchirozerine","NE0106",1986,87.7461587699812,0.21734472962476,1.98425870128592
"Agadez","NE01","Tchirozerine","NE0106",1987,59.1975474650029,0.213570545523534,1.31555989742387
"Agadez","NE01","Tchirozerine","NE0106",1988,130.883369947442,0.204143630668037,4.51902567703724
"Agadez","NE01","Tchirozerine","NE0106",1989,101.729781534867,0.206958827533289,3.19143671288229
"Agadez","NE01","Tchirozerine","NE0106",1990,59.9240746957794,0.204927140260439,1.31292152775219
"Agadez","NE01","Tchirozerine","NE0106",NA,2081.3599790972,9.36355534385,1026.44490738447
"Agadez","NE01","Tchirozerine","NE0106",1991,77.7633253054959,0.206731484556285,1.88295363422766
"Agadez","NE01","Tchirozerine","NE0106",1992,70.6488413313406,0.203252753264537,1.50162109933279
"Agadez","NE01","Tchirozerine","NE0106",1993,62.1617820662569,0.195933066767689,1.50220108549463
"Agadez","NE01","Tchirozerine","NE0106",1994,118.261307913183,0.204679794793212,3.32724715033325
"Agadez","NE01","Tchirozerine","NE0106",1995,50.3327945490666,0.213010766187792,0.912887535564935
"Agadez","NE01","Tchirozerine","NE0106",1996,59.8255392832557,0.177812677211641,1.15980647132967
"Agadez","NE01","Tchirozerine","NE0106",1997,115.208171435991,0.191784712381984,3.20657268694224
"Agadez","NE01","Tchirozerine","NE0106",1998,143.609972921698,0.220534303388779,4.26092879555163
"Agadez","NE01","Tchirozerine","NE0106",1999,145.081012944221,0.195263730367754,4.85499290992648
"Agadez","NE01","Tchirozerine","NE0106",2000,67.4932453930867,0.201603608419568,2.08677290249077
"Agadez","NE01","Tchirozerine","NE0106",2001,70.4751136487671,0.201625483840383,1.76877036503304
"Agadez","NE01","Tchirozerine","NE0106",2002,100.993588328021,0.197749189041752,3.09274991943588
"Agadez","NE01","Tchirozerine","NE0106",2003,100.08071973331,0.218811274965429,2.58119614500959
"Agadez","NE01","Tchirozerine","NE0106",2004,74.7830712794489,0.201595619242119,2.12650477709953
"Agadez","NE01","Tchirozerine","NE0106",2005,79.7743776714664,0.177887300657329,1.9630231830535
"Agadez","NE01","Tchirozerine","NE0106",2006,71.1789785722378,0.189359665679935,1.92326050628154
"Agadez","NE01","Tchirozerine","NE0106",2007,82.1103193499814,0.189354618691394,2.17599330690838
"Agadez","NE01","Tchirozerine","NE0106",2008,75.5133262679339,0.189403055763398,2.05585211671963
"Agadez","NE01","Tchirozerine","NE0106",2009,82.6740632897223,0.209009855620237,2.76039486055701
"Agadez","NE01","Tchirozerine","NE0106",2010,98.6294390525965,0.189135998327057,2.80217659697428
"Agadez","NE01","Tchirozerine","NE0106",2011,80.7699095906616,0.1866597228107,2.18999103355429
"Agadez","NE01","Tchirozerine","NE0106",2012,86.3957009151165,0.185321474707438,2.23053407527627
"Agadez","NE01","Tchirozerine","NE0106",2013,67.5223286745114,0.150276727635752,1.73681466819105
"Agadez","NE01","Tchirozerine","NE0106",2014,60.4211885673062,0.166303888032241,1.4200945636083
"Agadez","NE01","Tchirozerine","NE0106",2015,109.561782747144,0.185450847621494,3.41517960331661
"Agadez","NE01","Tchirozerine","NE0106",2016,79.3763693025991,0.164722086240848,1.9461408449598
"Agadez","NE01","Tchirozerine","NE0106",2017,69.789198451274,0.187228265848196,1.62047268916945
"Agadez","NE01","Tchirozerine","NE0106",2018,106.037702805176,0.191455414752217,2.86572440256711
"Agadez","NE01","Tchirozerine","NE0106",2019,104.068582991641,0.158084036929368,3.11062405117125
"Agadez","NE01","Tchirozerine","NE0106",2020,110.894872169876,0.186128892066808,3.34308899355625
"Agadez","NE01","Tchirozerine","NE0106",2021,74.1441261566388,0.187008099486038,1.8068396067253
"Diffa","NE02","Bosso","NE0201",1981,174.204610027696,0.262055277824402,6.23530057785285
"Diffa","NE02","Bosso","NE0201",1982,175.046992243101,0.245860368013382,6.68436548135526
"Diffa","NE02","Bosso","NE0201",1983,122.386098460223,0.251712817115238,3.57507360823457
"Diffa","NE02","Bosso","NE0201",1984,105.766654510931,0.248759019188583,3.3575545568343
"Diffa","NE02","Bosso","NE0201",1985,223.657375434687,0.262763977050781,6.58059407406326
"Diffa","NE02","Bosso","NE0201",1986,211.831335222644,0.23935567587614,7.20222312062836
"Diffa","NE02","Bosso","NE0201",1987,167.852984632169,0.28338798135519,6.58341954741276
"Diffa","NE02","Bosso","NE0201",1988,327.925854740398,0.298470482230186,10.8458996645249
"Diffa","NE02","Bosso","NE0201",1989,169.939877043844,0.257891473910176,5.45865401790874
"Diffa","NE02","Bosso","NE0201",1990,173.249988055654,0.255008868195677,5.19763662329332
"Diffa","NE02","Bosso","NE0201",NA,2022.697668518,2.27436903663,1008.21755309924
"Diffa","NE02","Bosso","NE0201",1991,253.696525305576,0.204604752361775,7.84880209823233
"Diffa","NE02","Bosso","NE0201",1992,246.005174248731,0.247913199276924,7.37800049682207
"Diffa","NE02","Bosso","NE0201",1993,217.363894836633,0.248067949291156,7.59685416046898
"Diffa","NE02","Bosso","NE0201",1994,372.0880921438,0.235696890936779,11.1312833363078
"Diffa","NE02","Bosso","NE0201",1995,252.296639078169,0.223852962255478,7.55869474057276
"Diffa","NE02","Bosso","NE0201",1996,173.265152191548,0.244768941358505,5.51548627315717
"Diffa","NE02","Bosso","NE0201",1997,185.034351645598,0.248417701038439,5.26676181553981
"Diffa","NE02","Bosso","NE0201",1998,262.770283476357,0.26742300821579,7.96613945817132
"Diffa","NE02","Bosso","NE0201",1999,319.098552613031,0.258000942108719,9.38835337960049
"Diffa","NE02","Bosso","NE0201",2000,162.819901855805,0.223634012017564,4.79994755524844
"Diffa","NE02","Bosso","NE0201",2001,181.750918724693,0.245142720639706,4.80236421288805
"Diffa","NE02","Bosso","NE0201",2002,157.535593565075,0.295031313219313,4.69136057868782
"Diffa","NE02","Bosso","NE0201",2003,275.658273776234,0.253280519729141,7.3340907001929
"Diffa","NE02","Bosso","NE0201",2004,172.568659750416,0.225886009562244,7.12779455552621
"Diffa","NE02","Bosso","NE0201",2005,233.98143144008,0.229333156016481,6.23431945573595
"Diffa","NE02","Bosso","NE0201",2006,184.36515537717,0.261594741375415,5.34664954268098
"Diffa","NE02","Bosso","NE0201",2007,273.432440141916,0.252111479640007,8.80023166778791
"Diffa","NE02","Bosso","NE0201",2008,208.371372059883,0.254980304879667,5.82888910853714
"Diffa","NE02","Bosso","NE0201",2009,155.145081235859,0.319770351052284,4.55941737857082
"Diffa","NE02","Bosso","NE0201",2010,220.485622048845,0.24745262414217,5.9695716343864
"Diffa","NE02","Bosso","NE0201",2011,217.749342501948,0.261987574516034,7.61763100912907
"Diffa","NE02","Bosso","NE0201",2012,352.929428642123,0.232758885432301,9.18100224363231
"Diffa","NE02","Bosso","NE0201",2013,229.0160108425,0.238194680057074,7.33599709389725
"Diffa","NE02","Bosso","NE0201",2014,209.328600538413,0.306257694959641,7.34757235407231
"Diffa","NE02","Bosso","NE0201",2015,236.132294614404,0.331013210117817,8.66754505218074
